gen,w_bar,w_var,k1_var,k2_var,f_var,numk1,numk2,numf
0,0.777355112833,0.0146563681876,41298.1030711,39164.3251924,15714.2737057,617,617,346
1,0.801366566302,0.0106805062554,77431.9907085,84903.5402913,29593.7608893,627,627,455
2,0.80606185857,0.00864146973637,116508.426419,120296.460534,46363.863305,617,617,484
3,0.8006967149,0.00765098721773,143750.269626,152848.163269,57610.0766335,632,632,511
4,0.799291331126,0.00769113413357,197597.671219,190428.698226,68730.9587492,620,620,497
5,0.798779621085,0.00790663747227,253591.504203,224629.316588,86097.5564011,633,633,508
6,0.799142163716,0.00738658941956,272739.921671,257535.970067,102503.449836,646,646,537
7,0.799786844393,0.00622354783358,327180.727108,303420.391278,111861.814291,616,616,525
8,0.801398813884,0.00572598949973,352756.055918,332401.923643,120111.246388,629,629,553
9,0.799853514642,0.00559139995983,348892.516469,370072.336232,129910.342359,636,636,559
10,0.798073275228,0.0053943976018,366585.526839,409736.48961,146911.631598,618,618,547
11,0.797089533723,0.00612433739526,404068.05494,455194.713117,160091.150645,631,631,553
12,0.791024510983,0.00568133694784,440703.689494,535466.843433,172579.280269,638,638,552
13,0.789765948115,0.00561255407893,488045.192689,589451.886739,190161.794206,602,602,519
14,0.790324576571,0.00515301233202,530139.824293,605721.120631,176767.781302,651,651,566
15,0.789067337532,0.00473528009611,579322.870368,683658.892676,193928.415019,626,626,554
16,0.7863485388,0.00476727937883,568886.13159,761406.288663,198679.52083,622,622,541
17,0.790084704628,0.00476860611992,571793.871325,812452.732363,212428.865031,613,613,543
18,0.796494162062,0.00444779417098,608574.060125,808934.546028,230911.082801,615,615,562
19,0.793844457933,0.00512555234639,644572.33989,792254.87456,218390.976574,635,635,574
20,0.787187484097,0.00452392077983,671180.791447,890647.293076,217638.408852,614,614,544
21,0.785704363857,0.00410674683559,703742.628405,985280.385629,233877.880507,623,623,565
22,0.785705882879,0.00361780752591,779369.32604,1027847.56361,232570.209114,639,639,583
23,0.789638174664,0.00370108884863,817556.295219,1091049.11095,262413.487051,639,639,591
24,0.788508551075,0.00376378963447,895162.538571,1185012.96784,296613.174402,612,612,561
25,0.789400781507,0.00427365585334,869734.023461,1178602.03002,288557.365525,641,641,588
26,0.784470177731,0.00390258421102,889416.303775,1227225.93144,289628.596546,636,636,577
27,0.783975188234,0.0040145566512,968882.877641,1323651.17561,285339.202903,626,626,563
28,0.785739360845,0.00411474356384,1009890.90533,1364809.79063,305203.899939,623,623,571
29,0.787694615646,0.00414826747656,1026270.14707,1405316.10976,354174.382401,634,634,576
30,0.782037817372,0.0039779885903,1038460.57468,1398307.56147,390023.192286,640,640,578
31,0.782821974636,0.00369980747022,1089427.91775,1331940.31189,399786.31653,647,647,595
32,0.787946734002,0.00369630183566,1215119.58551,1294143.03745,419795.850409,640,640,599
33,0.783090498875,0.00475195707052,1302203.42037,1372474.01893,412760.893884,622,622,558
34,0.777173479076,0.00407680890849,1354516.35276,1496364.25813,431660.572144,628,628,562
35,0.783929702988,0.00391139459459,1419489.47986,1577412.72501,424711.663245,637,637,587
36,0.785012262432,0.00386271541141,1440449.73905,1581083.57053,418112.539152,635,635,588
37,0.78564765564,0.00391003167277,1481001.15836,1562678.35468,396102.44939,630,630,586
38,0.793546385978,0.00382500469937,1549912.97659,1559489.24394,375117.132824,638,638,597
39,0.789437033271,0.00470846788135,1651807.57556,1565904.20538,393285.929133,628,628,569
40,0.789382697973,0.00409490532139,1750112.62894,1617868.82275,387213.659283,635,635,585
41,0.790055110578,0.00479483082004,1732474.39937,1707911.19882,353350.159764,621,621,563
42,0.788516154214,0.00488490657843,1785839.25663,1715004.30082,366250.198894,639,639,576
43,0.786818077389,0.00472678150414,1879446.43116,1706764.53015,357096.638224,638,638,577
44,0.787935483528,0.00352344261802,1815012.48439,1960190.51973,336258.264653,639,639,590
45,0.783582595819,0.0040252688434,1812659.07088,1953553.71079,309642.709653,655,655,590
46,0.794301363224,0.00405492610266,1892849.28297,1912095.90918,350796.922332,643,643,598
47,0.788917646242,0.00455785622186,1973569.80352,2097366.17926,357315.837102,636,636,578
48,0.786615201026,0.00444479609579,2047017.11445,2192312.19687,354430.718642,639,639,570
49,0.789969338401,0.00459747495685,2071754.14418,2150971.88067,365710.861452,649,649,590
50,0.789813463113,0.00422304658686,2000130.83824,2267865.36939,341931.591333,620,620,570
51,0.787876889253,0.00452444043137,2139030.2757,2290753.2629,333916.786222,618,618,557
52,0.786450299181,0.00485213005762,2169828.38912,2337318.87134,408130.599051,618,618,554
53,0.785421511738,0.004189100304,2137439.58784,2349512.08649,387030.454138,632,632,576
54,0.786449552749,0.00369279399274,2135693.57616,2596855.33223,363477.888502,629,629,585
55,0.780451324306,0.0035603453747,2332049.36231,2704557.20795,362889.876093,631,631,575
56,0.783894367605,0.00392267201221,2257631.13584,2649864.59868,388558.501517,626,626,578
57,0.785448970797,0.0039559647455,2180399.77852,2518685.72565,375339.780687,628,628,576
58,0.780489321188,0.00407027804511,2245959.39723,2648450.58674,353868.019072,648,648,591
59,0.784191987879,0.00458069254908,2185374.90764,2624475.6737,353280.943765,648,648,590
60,0.781601043917,0.0040624631369,2253496.98997,2492353.8734,385049.110548,624,624,562
61,0.780840080946,0.00439320527969,2269557.97893,2622312.14119,371561.90156,631,631,569
62,0.782040157961,0.00458402311068,2355516.49203,2637912.68527,366835.246237,626,626,563
63,0.784462194192,0.00417512949862,2414123.92118,2667287.05472,346328.595088,634,634,571
64,0.788094487505,0.00407915513077,2678415.20615,2658817.2736,347549.843972,638,638,589
65,0.783007803,0.00418247694686,2701633.30865,2677431.51064,346221.364379,613,613,559
66,0.783452503356,0.00400693387134,2831411.37857,2649058.25673,340921.456713,639,639,579
67,0.783928769934,0.00417080896434,2880898.56475,2591945.43431,353040.515725,638,638,576
68,0.783703898969,0.00414002303706,2965059.48258,2756064.29068,361430.324489,639,639,579
69,0.787100140884,0.00382961357789,3011184.73325,2878903.80549,320481.138949,635,635,585
70,0.785941612015,0.00414785662135,2872937.53713,2549762.51625,325603.588438,621,621,567
71,0.783450319922,0.00411757059713,2829569.76308,2624560.89375,343797.248312,623,623,565
72,0.781975328631,0.00441154865408,2788374.88512,2702117.41632,359393.620275,647,647,585
73,0.785228071728,0.00480290901936,2767508.45814,2894500.97045,389664.084736,633,633,575
74,0.781781292125,0.00407240747631,2914425.52786,2800918.9527,406489.412296,613,613,551
75,0.784678466662,0.00434635803124,3015690.23242,2667745.89207,363736.055652,622,622,566
76,0.784483673225,0.00412479219908,3106464.2706,2544467.10597,389632.217667,633,633,577
