gen,w_bar,w_var,k1_var,k2_var,f_var,mean_k1,mean_k2,mean_f
0,0.999721648044,2.61883474277e-07,0.0128203249051,0.0136612662404,0.012428576428,10000000.0071,99999999.9994,9.9993934231
1,0.999507898507,4.01283440844e-07,0.023663898888,0.0259335773557,0.0234048354702,9999999.99696,100000000.006,9.99527347267
2,0.999332187595,5.34310545024e-07,0.0381462784951,0.0377413528996,0.0357733156959,10000000.0,100000000.003,9.99672881377
3,0.999144179579,6.56739101736e-07,0.0519445591867,0.0531557694371,0.0508796869622,10000000.0075,99999999.9916,10.0051380899
4,0.998996329318,7.12337004602e-07,0.0662854355895,0.0647543763375,0.0627312509298,10000000.0096,99999999.9837,10.0217908312
5,0.998898138592,8.43588922609e-07,0.0889070497157,0.073718926658,0.074708495895,10000000.0028,99999999.9904,10.0315170657
6,0.998802630991,1.00795430997e-06,0.0960491048441,0.0825417001229,0.0892533815316,9999999.9863,99999999.9836,10.0254873489
7,0.998722386523,1.10737184652e-06,0.104026872797,0.0977088803755,0.0998832286855,9999999.97871,99999999.9957,10.0253343228
8,0.998622505358,1.24395757716e-06,0.122039543838,0.105644817904,0.114964668105,9999999.98622,99999999.9901,10.0161288895
9,0.998564950187,1.2213244363e-06,0.145397323892,0.120267062842,0.120433268657,9999999.98176,99999999.9875,10.0100769068
10,0.998519034357,1.27657549189e-06,0.155621974364,0.135373882898,0.127434711727,9999999.95701,99999999.9941,10.0210874064
11,0.998506227182,1.33215068911e-06,0.176067650976,0.142467228151,0.130868276844,9999999.96268,99999999.9949,10.0279082077
12,0.998510087739,1.45979120226e-06,0.201201300893,0.143201139017,0.134435282566,9999999.97972,99999999.9823,10.0365623369
13,0.998401375679,1.69705231043e-06,0.225717259022,0.133233386362,0.155950375448,9999999.98723,99999999.972,10.0372762419
14,0.998341466847,1.7700238594e-06,0.246499881781,0.151800703903,0.165454137914,9999999.98868,99999999.9444,10.0366983694
15,0.998333555276,1.7994886406e-06,0.281167740746,0.163719336875,0.167371437414,9999999.98367,99999999.9298,10.0532659812
16,0.998188941607,2.17004806596e-06,0.309679736751,0.180841324343,0.196538802312,9999999.96292,99999999.9404,10.0801433315
17,0.998239516907,1.83143871021e-06,0.309139019816,0.188977189897,0.178668148101,9999999.96546,99999999.943,10.0782621974
18,0.998094196233,1.92013936334e-06,0.307059827694,0.20464601618,0.198951490531,9999999.93495,99999999.9486,10.0951823024
19,0.997998207683,2.00035939058e-06,0.326319147875,0.200958285165,0.211325595572,9999999.93474,99999999.9364,10.124258735
20,0.998009795217,2.257841758e-06,0.369775101353,0.222941731601,0.224102784375,9999999.94773,99999999.9352,10.1032940492
21,0.997901714219,2.66968008918e-06,0.36731104934,0.239966712484,0.25531900564,9999999.94795,99999999.9535,10.1203995933
22,0.997858386798,2.68826973237e-06,0.386343500535,0.262727383563,0.264211407623,9999999.95502,99999999.9262,10.1040990364
23,0.997872376718,2.91236040938e-06,0.425910689899,0.279306410136,0.26871651935,9999999.95144,99999999.9222,10.1227039061
24,0.997773823776,2.89846468638e-06,0.439295447628,0.291160817099,0.282702798201,9999999.93536,99999999.9095,10.1093079192
25,0.997711361428,2.98645194806e-06,0.452801074803,0.28215259217,0.296154750234,9999999.89516,99999999.915,10.1058801251
26,0.997639014053,2.96658924183e-06,0.509325765876,0.312917315053,0.30705081931,9999999.90082,99999999.9169,10.1128993332
27,0.997627040787,3.0306236376e-06,0.517731484061,0.323259112045,0.31454705758,9999999.91316,99999999.9385,10.0782147048
28,0.997513255294,3.49792816268e-06,0.556564864114,0.349743228087,0.354808832251,9999999.87756,99999999.9246,10.0583631104
29,0.997433088311,3.59128486568e-06,0.618303835189,0.354903000123,0.374395498551,9999999.91838,99999999.9086,10.0729734555
30,0.997324406117,3.67845345544e-06,0.623095895663,0.399705726434,0.400124532451,9999999.91368,99999999.8846,10.0664619458
31,0.997217679541,3.77456483267e-06,0.633397893689,0.406676454899,0.424066080461,9999999.85491,99999999.8996,10.0182373538
32,0.997170267028,3.80336395286e-06,0.640775283003,0.400550449442,0.434915336241,9999999.85563,99999999.8938,10.0489803999
33,0.997137222129,3.76677920218e-06,0.703456602181,0.435769230995,0.439144764009,9999999.8441,99999999.8702,10.0271336143
34,0.997280222736,3.39492105811e-06,0.697032711692,0.425732994053,0.393034603247,9999999.82372,99999999.874,10.0157649866
35,0.997304488709,3.30951736809e-06,0.721717092253,0.437796790674,0.383862916039,9999999.82761,99999999.8977,10.0068014136
36,0.997295011153,3.69426756035e-06,0.687268603517,0.459418270971,0.400607186802,9999999.8212,99999999.889,10.0288611364
37,0.997176879352,3.96551760881e-06,0.676885250955,0.491071092093,0.433422604941,9999999.84884,99999999.8716,10.0538883369
