gen,w_bar,w_var,k1_var,k2_var,f_var,mean_k1,mean_k2,mean_f
0,0.935721465519,0.0148417216488,14176.8989396,13665.0662331,5432.68561078,9999992.40101,100000011.597,31.9427309448
1,0.907496553935,0.0169979223015,28257.476197,33668.4557381,9244.46005131,9999990.65077,100000022.1,51.8493052948
2,0.879495263079,0.0185713343159,41342.3560358,48200.4459343,12033.5232084,10000007.5679,100000024.969,66.3317708525
3,0.858291029375,0.0172653669797,53667.8859518,57019.6786299,17131.8051107,10000022.4955,100000034.132,89.5994019323
4,0.84873333612,0.0164469794877,76559.1015028,66587.6626972,20230.5771238,10000036.199,100000042.6,103.396042413
5,0.836329989433,0.0156854713004,91250.0721045,75934.5121008,30344.4254039,10000050.9243,100000045.817,128.357723723
6,0.843962096376,0.0133916025125,107630.059567,93901.492836,30660.4105298,10000046.0891,100000029.07,139.228760334
7,0.833099330398,0.0138011853091,117898.395587,106342.637535,33369.6879758,10000046.9692,100000022.864,143.443390922
8,0.834564635344,0.0114561171537,125900.91817,114171.932783,38304.068795,10000030.0933,100000035.299,167.73462462
9,0.833459973537,0.0106662762155,153938.015269,133048.210089,39706.3005186,10000038.8217,100000049.863,178.624032969
10,0.832882923708,0.00964556049453,160827.103274,136700.647203,40168.0421851,10000051.3117,100000042.107,190.457183743
11,0.830641796256,0.00881416382605,182395.790507,163726.425017,46714.9407057,10000061.7315,100000049.156,216.447458838
12,0.827332410173,0.00907601568315,208520.522888,187467.487232,47608.6189678,10000084.8438,100000058.696,213.899230775
13,0.827254632009,0.00830870300716,220730.038801,193893.628491,57877.7666966,10000101.8037,100000064.531,233.584278735
14,0.823690836293,0.00803285374443,221977.652761,181902.895029,68779.8641313,10000067.3916,100000021.302,255.010110405
15,0.818562155598,0.00745552281959,237458.660795,208320.064849,69684.027609,10000046.8533,100000010.961,267.653037588
16,0.82145123845,0.00699229328506,265948.649091,242028.892118,67324.2928125,10000056.3101,100000033.212,274.087598582
17,0.822712726179,0.00603137650276,295150.80058,270598.792372,70196.5920998,10000029.7127,100000032.928,287.910773981
18,0.818427952962,0.006817822119,314083.648035,284187.535749,71048.7927964,9999992.89654,100000006.765,284.514903134
19,0.8212420405,0.00668420354057,345685.517276,296071.584686,74010.2510692,9999997.67634,100000020.346,289.819987581
20,0.818834618333,0.00717282013664,360728.130504,302226.209403,79435.2374175,9999972.81487,100000010.494,291.631092333
21,0.816585743762,0.00708208418741,400585.136793,325681.620258,81429.9032584,9999976.20341,100000005.705,298.972980102
22,0.819765998495,0.00652486604609,389355.987088,347581.853289,81589.0073494,10000021.5411,100000063.14,302.946211261
23,0.821838678343,0.00659904225754,434734.910281,380664.585063,92169.2245532,10000005.8212,100000016.834,305.689893934
24,0.821336214699,0.00658312123099,451825.907741,402822.903884,89053.5982348,9999989.53255,100000022.925,310.846668914
25,0.821431997792,0.0069188992188,462846.020957,425497.64239,91564.7361825,9999937.75771,100000025.778,311.692710788
26,0.821064927383,0.00633225314557,485635.082066,409462.652751,97116.6860865,9999933.82262,100000021.675,316.734750752
27,0.817924231243,0.00638091551351,538701.287137,425912.191646,98708.7714378,9999900.15801,100000021.229,315.572308312
28,0.823437260968,0.00701152000269,563398.082428,453184.693234,96486.1578189,9999841.66879,99999983.459,303.409989625
29,0.825124389043,0.0065473172817,590626.299255,465559.409261,85221.004588,9999836.18272,99999943.4217,296.926396314
30,0.825795883026,0.00629541170197,583339.299505,478443.518047,87466.8431675,9999860.67399,99999923.0298,301.330095901
31,0.828829243046,0.0056441934164,620336.854089,521920.504227,85937.0757948,9999834.04862,99999910.8691,301.88356973
32,0.829238461202,0.00608580144454,585962.493166,527556.104775,88975.6950193,9999818.1576,99999942.0622,296.924201325
33,0.824659816151,0.00588351878843,641150.240918,512812.433984,84290.5065305,9999800.66966,99999931.5371,298.740484225
34,0.820614647311,0.00646371710636,635883.252242,498675.63214,103176.831114,9999779.19829,99999901.2621,320.154655608
35,0.821243979468,0.00573190006092,668239.454434,523891.370904,102960.218835,9999828.61454,99999900.0264,335.803713095
36,0.820852817637,0.0055231123434,664844.560988,549290.743275,101663.980914,9999855.70135,99999916.2063,336.202896431
37,0.816262790799,0.00619555172313,699300.778242,549580.923866,104020.436185,9999927.38228,99999923.5758,341.35315753
