gen,w_bar,w_var,k1_var,k2_var,f_var,mean_k1,mean_k2,mean_f
0,0.996819461701,3.94367900656e-05,1.43542992732,1.32679759091,1.52886152499,10000000.0557,100000000.05,9.94255836496
1,0.994936969775,5.14952740225e-05,2.9038180907,2.40144482267,2.47949679035,10000000.1305,100000000.115,9.98041121617
2,0.992834624148,6.71427610369e-05,4.52075320261,3.43833651841,3.86706962662,10000000.1787,100000000.2,10.0084966967
3,0.990753973384,8.93705929088e-05,5.84402553295,5.06746034649,5.59945954718,10000000.1107,100000000.296,10.0137593914
4,0.988696347762,0.000166407104344,6.96740083862,6.35445238905,7.75190039143,10000000.054,100000000.365,10.0729574539
5,0.987459840091,0.000219303100667,8.11764316254,7.70795368024,8.7089884362,10000000.0818,100000000.296,10.078676297
6,0.986498150546,0.000207180947328,10.1129540618,9.02223448295,9.67912589906,10000000.1015,100000000.512,10.0133766162
7,0.984278383427,0.000471656567218,11.4196417369,10.9975445265,11.6999563165,10000000.1137,100000000.477,10.09455645
8,0.984422814948,0.000366798601292,13.1247826066,12.2462838723,12.0922042387,10000000.1495,100000000.366,10.2937381473
9,0.983500044238,0.000464698322693,13.8410022749,12.9638833699,13.1537689592,9999999.85721,100000000.403,10.3256530561
10,0.983120458617,0.000322990697947,14.5986556038,14.5993868829,14.575894565,9999999.70543,100000000.178,10.4456187207
11,0.982615739415,0.000352789511477,16.7501489137,16.8388526638,15.6268787842,9999999.89368,100000000.303,10.4615500693
12,0.981985580871,0.000589940705054,17.7677796958,19.0019675246,16.4281520529,10000000.0195,100000000.181,10.4003490629
13,0.98110486159,0.000739676951324,18.2375726494,20.0924725301,17.8502595849,10000000.1553,100000000.397,10.712768238
14,0.980529190726,0.000727489813435,18.9360104571,21.7239934595,17.4137699263,10000000.0625,100000000.405,10.723621605
15,0.981169370086,0.000540066158969,20.1789671177,23.2309452643,17.7976512824,10000000.0371,100000000.339,10.9830089275
16,0.981911487184,0.000449785394111,22.6639626053,26.2332058114,17.1214456278,10000000.1734,100000000.333,11.2024163885
17,0.982692482535,0.000275511473493,23.1016099909,28.4959410842,17.0780597139,10000000.2228,100000000.366,11.1671137002
18,0.98249946379,0.000243930626823,23.5271558181,29.6582860469,18.164540215,10000000.3416,100000000.473,11.427451997
19,0.98230233724,0.000255578670018,24.3404468919,32.3314650755,18.3628024304,10000000.6211,100000000.406,11.2251793057
20,0.981930309942,0.000332690170873,24.6702504113,32.8627680402,19.2986067752,10000000.6303,100000000.645,11.1763918688
21,0.981694658339,0.000348442989919,27.1773838782,33.8305175756,19.5599136323,10000000.5253,100000000.74,11.0805954611
22,0.979263801915,0.000717570678309,26.0944722958,34.4651848726,22.2909382348,10000000.6898,100000001.054,11.076735309
23,0.979251438512,0.000380405461575,27.8432933124,33.8153450941,23.3980552789,10000000.8304,100000000.804,11.0862374971
24,0.977888671364,0.000635835112059,28.6049102494,37.6806628002,25.1337366801,10000000.9658,100000000.708,11.0112066266
25,0.977614361054,0.000776055219287,29.2120255167,39.2046161699,25.1290036943,10000000.9154,100000001.028,10.8730506166
26,0.976787984125,0.000691982873081,33.6584921365,38.3520545423,26.355885473,10000000.8049,100000001.044,10.9701687201
27,0.975769499157,0.000961589757363,33.7107966976,41.8311614836,27.3263153671,10000001.1018,100000000.781,10.8586306155
28,0.974645422383,0.00124795480681,34.3663361737,42.5584799874,27.9077169144,10000001.3873,100000000.713,10.7385712781
29,0.975898188437,0.00126539533416,37.6070689217,44.6380320001,26.8239094843,10000001.5662,100000001.286,10.8020920603
30,0.975953297863,0.0011259103738,39.4813324351,47.8092953955,26.7588448129,10000001.3511,100000001.301,10.7894131861
31,0.976112099394,0.0012400706308,41.5696226498,50.3599515167,26.5508264454,10000001.5922,100000000.92,10.8580045531
32,0.977550402697,0.000637331912413,42.8613989093,46.3528463754,26.9771448652,10000001.7912,100000000.727,10.8604484919
33,0.976983773808,0.000729209980471,42.5269217475,46.8781095082,25.9485373677,10000001.7239,100000000.948,10.6414952987
34,0.976597508097,0.000550104612574,42.3570992154,48.2191339254,28.4655384358,10000001.7697,100000000.904,10.7988571342
35,0.973947986513,0.00134982498814,42.8095856319,51.7725366957,28.6920927215,10000001.9397,100000000.856,10.5253118033
36,0.973803672687,0.00125540136109,45.0683817687,56.5165816913,29.7029655276,10000001.8683,100000000.642,10.6614989692
37,0.975378647503,0.000880644532521,46.6500297201,59.4956067909,29.5479473446,10000001.9374,100000000.498,10.7850642705
38,0.975296793981,0.00090520005061,50.8536788762,59.6155326554,30.7310488995,10000002.0806,100000000.7,10.9385201754
