gen,w_bar,w_var,k1_var,k2_var,f_var,mean_k1,mean_k2,mean_f
0,0.712686032194,0.00586006452028,4069571.652,4053412.82622,1343783.67112,10000144.6124,99999986.4023,799.009420643
1,0.715087226492,0.00455860379861,7061055.6769,6953445.79786,3155824.67171,10000100.0815,100000028.568,1452.76471058
2,0.715738900689,0.00373468053039,12024596.3777,11146556.1629,4637498.28843,10000051.6223,100000258.007,2037.71370193
3,0.712961239615,0.00341445763669,16819390.6413,15423383.1364,5691387.60097,10000212.7572,100000266.975,2301.49735272
4,0.719099123573,0.00371630236027,21293890.8024,19222008.6027,7339204.68894,10000659.2394,100000334.905,2613.14147958
5,0.711487685152,0.00334866237677,25891306.951,22651717.2074,9389926.04052,10000373.5293,100000339.355,2974.39585071
6,0.710588205905,0.00327549943312,28864176.6799,24770773.3042,9541414.22356,10000253.6195,100000021.201,3042.80482405
7,0.711641617169,0.00361376140474,34018029.9293,28749314.1783,10265190.4771,10000642.6962,99999898.0813,3228.27871388
8,0.710919639273,0.00280308088079,39758352.1839,30415588.7308,12115355.6899,10000472.4689,99999930.9564,3602.42680995
9,0.707204135406,0.00202989597319,42466131.0075,36371232.5476,11854568.5316,10000611.3466,99999831.8892,3822.00950386
10,0.705557706531,0.00248878893282,47196120.7519,40226938.6235,14272666.3345,10000550.543,99999798.9533,4261.74308455
11,0.704706589462,0.00226187182793,50543634.1712,42021041.5731,16724080.5481,10000900.4167,99999500.6723,4694.18199689
12,0.706693566208,0.00199820356739,53161508.6057,46889311.9971,19381584.4777,10000953.6936,99999975.0771,4919.97347623
13,0.707795145167,0.00277571189371,55479342.347,52997166.1213,21717009.1595,10000952.3871,100000262.763,5089.48233859
14,0.706097515654,0.00240137296173,56223713.0774,57561233.2181,23179175.0822,10000332.5876,100000417.025,5364.33907547
15,0.703919184346,0.00226618246745,58318748.1339,62556046.5995,28526300.9933,10000798.6551,100000680.394,5613.09911332
16,0.701254325491,0.00247274844371,65419120.5378,60011869.9975,24644965.5723,10000916.4363,100000568.376,5433.83935951
17,0.703202753661,0.00209826296601,68566377.0303,62042537.0471,25097969.0792,10001406.3044,100000456.063,5709.83558449
18,0.703877892281,0.00283105309062,70832404.5742,68659424.0774,28420027.2586,10001817.0748,99999933.5963,5763.32955281
19,0.707172846743,0.00356465050323,73073751.662,77088112.5023,25041328.3635,10001549.8932,100000038.157,5488.41097362
20,0.702662953308,0.0021889554301,77759758.1191,74854866.0784,24679493.1475,10001310.0912,99999802.1612,5509.6725554
21,0.700103955332,0.00216131012134,76894983.569,82587864.2282,24906653.923,10001308.4434,100000266.259,5504.66192625
22,0.701464159366,0.00264961102662,79749922.3426,81813447.8137,26360080.0141,10001473.0709,100000264.167,5657.00154457
23,0.701068664756,0.00209967471266,82129219.888,87103996.4522,23295942.491,10001742.2748,100000962.003,5439.12503197
24,0.70709777596,0.00260207982864,82833545.1728,102487649.948,24081088.68,10001626.7365,100001210.702,5500.72217241
25,0.703957485594,0.00250405507399,83263140.557,108281751.77,24338501.8353,10001391.2049,100001077.157,5446.94887762
26,0.701257721334,0.00217451167038,86063116.247,106831157.941,24962498.0582,10001267.6367,100000467.034,5862.4916702
27,0.702605738484,0.00249439891006,91769981.8594,107200670.355,26409730.6448,10001172.9832,100000776.68,5788.54292872
28,0.701282389283,0.00242922543636,94722259.4419,98359688.7896,28787691.6621,10001054.5796,100001024.465,5902.93915328
29,0.701436682337,0.00240367902932,94564277.3623,104184175.293,26955801.5539,10001018.86,100000789.239,5619.79929223
30,0.704530613367,0.0030981459008,95396765.0642,105837118.698,29480558.3745,10000632.9108,100000426.005,5476.29956226
31,0.700460356551,0.00266495262371,101566749.056,110987271.873,32528008.2791,10000181.623,100000543.8,5722.15326559
32,0.703582062404,0.00271879616324,104916607.014,110885890.796,30069579.9971,10000431.4028,100000346.056,5685.62193543
33,0.699870174818,0.00227316182186,106393040.714,100650648.264,28588819.1291,10000914.4544,100000724.185,5700.10767256
34,0.696649883657,0.00180771416745,113294850.603,104641906.22,28347550.3338,10000654.2485,100000719.127,5707.93684142
35,0.70065106581,0.00219733644326,115213647.832,104966854.237,28272157.6868,10000802.6208,100000987.111,5831.16641503
36,0.69997727546,0.00227668255606,126909350.911,107913714.51,28645936.4233,10001200.227,100001614.239,5764.29781207
37,0.700179678688,0.00235900473516,122369204.57,113366409.677,28050902.885,10001159.8443,100002180.146,5633.11251178
38,0.699548459621,0.00214737333645,114170092.308,121198327.758,28682292.9791,10001067.1795,100001523.848,5704.32189096
39,0.701580301839,0.00226893870078,121558622.447,119598635.05,29363052.8501,10001004.3751,100001420.02,5679.07215696
40,0.702628592055,0.00265832960454,122226048.569,120434901.193,30022168.3111,10000913.8536,100000602.674,5759.14171053
41,0.701426954815,0.00267263691487,128367955.546,124576151.181,30893412.6777,10001272.0432,100000599.941,6029.10883037
42,0.698828497027,0.00222188543131,141785412.458,129882960.363,29748681.3155,10000915.5941,100000389.046,5783.80029263
