gen,k1,k2,f,w,paramsMuted
3523,10000005.8704,99999984.7157,5.74932743845,0.999959571165,f k1 k2
7186,10000034.1158,99999996.8678,5.74932743845,0.999959571578,k1 k2
10028,10000030.0886,99999996.8678,21.6807682671,0.999915518901,f k1
11208,10000030.0886,100000021.432,14.5821880645,0.999980199443,f k2
11617,10000045.5378,100000016.843,20.2245550429,0.999930158289,f k1 k2
14120,10000042.4954,100000036.96,20.2245550429,0.999930158314,k1 k2
18068,10000042.4954,100000044.642,20.2245550429,0.999930158301,k2
19506,10000042.3057,100000036.23,2.53819423513,0.999768225931,f k1 k2
22957,10000008.3004,100000035.94,16.6682442831,0.999963484918,f k1 k2
24431,10000045.5773,100000034.808,9.93703458652,0.999999994558,f k1 k2
31768,10000051.5089,100000034.808,9.93703458652,0.999999994559,k1
39253,10000051.5089,100000056.904,9.93703458652,0.999999994559,k2
39590,10000051.5089,100000047.309,9.93703458652,0.999999994559,k2
43691,10000044.0321,100000047.309,9.93703458652,0.999999994558,k1
44200,10000039.1832,100000060.53,30.455247269,0.999823716209,f k1 k2
44209,10000016.1103,100000095.211,33.1523700289,0.999795574099,f k1 k2
45454,10000016.1103,100000082.519,33.1523700289,0.999795574137,k2
50034,9999998.50813,100000049.95,55.9084812888,0.999577375762,f k1 k2
51252,9999998.50813,100000058.71,64.2242353188,0.999506918498,f k2
53239,9999997.26944,100000051.046,49.7887418628,0.999632317804,f k1 k2
56162,9999977.77628,100000051.046,49.7887418628,0.999632318687,k1
60059,9999983.85704,100000051.046,45.5720798841,0.999671784807,f k1
61963,9999982.4756,100000053.971,20.3450417626,0.999928963825,f k1 k2
63476,9999984.10089,100000033.336,20.3450417626,0.999928963828,k1 k2
63904,9999997.44092,100000063.991,11.0170550752,0.999998711316,f k1 k2
65378,10000012.5083,100000063.991,25.9031417818,0.999871637729,f k1
67632,10000017.8943,100000054.604,25.9031417818,0.999871637606,k1 k2
67658,10000025.2237,100000031.879,20.9063945862,0.999923352734,f k1 k2
70467,10000029.4311,100000058.327,45.5904581763,0.999671607914,f k1 k2
71069,10000029.4311,100000058.327,28.7143072733,0.999842018544,f
71926,10000029.0947,100000058.327,28.7143072733,0.999842018554,k1
73236,10000029.0947,100000062.124,28.7143072733,0.999842018544,k2
73859,10000029.0947,100000095.003,28.7143072733,0.999842018458,k2
78046,10000031.991,100000095.003,13.3794305621,0.999988248816,f k1
85390,10000020.3108,100000110.585,3.53067591557,0.999862364113,f k1 k2
88621,9999997.63447,100000102.16,3.53067591557,0.999862363531,k1 k2
91005,10000012.464,100000102.16,3.53067591557,0.9998623639,k1
91571,10000014.3314,100000097.85,3.53067591557,0.999862363937,k1 k2
92031,10000026.1542,100000097.85,9.5772187763,0.999999745627,f k1
92680,10000047.4712,100000090.647,4.74245348979,0.999927604146,f k1 k2
94082,10000037.7107,100000069.559,26.7355729598,0.999862871848,f k1 k2
94322,10000030.5808,100000039.374,48.5593167595,0.999643685749,f k1 k2
95978,10000022.7774,100000033.858,48.5593167595,0.999643686119,k1 k2
96919,10000022.7774,100000033.858,18.7908102568,0.99994410953,f
99064,10000022.7774,100000025.362,18.7908102568,0.999944109543,k2
99726,10000010.3559,100000015.711,24.9900017086,0.999881230622,f k1 k2
100937,10000005.581,100000003.524,24.9900017086,0.999881230773,k1 k2
101356,10000018.856,100000003.524,24.9900017086,0.99988123043,k1
106074,10000018.856,100000000.997,24.9900017086,0.999881230435,k2
112883,10000021.3529,99999982.8712,27.9326432228,0.999850255098,f k1 k2
114260,10000029.2067,99999996.1293,10.1065285442,0.999999984638,f k1 k2
120510,10000029.2067,99999959.6383,10.1065285442,0.999999984639,k2
