gen,k1,k2,f,w,paramsMuted
3675,9999997.48117,99999999.787,16.3883094256,0.999996588689,f k1 k2
4783,9999977.2062,100000007.457,34.3027626862,0.999978365851,f k1 k2
4949,9999985.50245,100000005.628,34.3027626862,0.999978365822,k1 k2
6060,9999974.76379,99999963.8695,27.4249868687,0.999985559834,f k1 k2
6088,10000002.9722,99999966.5074,4.3130380289,0.99999086923,f k1 k2
9524,9999971.51108,99999968.5587,4.3130380289,0.999990869165,k1 k2
14198,9999981.38831,99999958.1873,36.2965014304,0.999976322024,f k1 k2
20647,9999960.45173,99999976.6761,53.5740547817,0.999959794288,f k1 k2
23479,9999960.45173,99999969.7312,60.1351787086,0.99995408891,f k2
24423,9999960.45173,99999925.8328,60.1351787086,0.999954088929,k2
25884,9999946.33566,99999907.5499,82.2521179209,0.999936860171,f k1 k2
25903,9999916.32423,99999907.5499,82.2521179209,0.999936860346,k1
34349,9999916.32423,99999907.5499,90.1200571339,0.999931366892,f
35084,9999916.32423,99999910.383,90.1200571339,0.999931366891,k2
35359,9999907.72675,99999910.383,90.1200571339,0.999931366943,k1
36228,9999907.72675,99999905.1039,90.1200571339,0.999931366946,k2
37362,9999907.72675,99999889.3896,90.1200571339,0.999931366954,k2
42285,9999918.33319,99999899.8856,116.138460329,0.999915061615,f k1 k2
45907,9999941.54752,99999902.4941,118.788235853,0.999913538606,f k1 k2
45977,9999945.84605,99999893.2737,115.509094033,0.999915426511,f k1 k2
46475,9999920.64078,99999893.2737,115.509094033,0.999915426678,k1
53665,9999943.5198,99999876.969,82.2812933316,0.999936839277,f k1 k2
58603,9999943.5198,99999878.9504,51.9389529308,0.999961263842,f k2
61682,9999949.6396,99999878.9504,51.9389529308,0.999961263814,k1
62391,9999936.02389,99999914.5368,66.0887291678,0.999949163328,f k1 k2
63170,9999931.71545,99999914.5368,73.0503701278,0.999943683432,f k1
64715,9999974.21338,99999915.6256,51.7802052348,0.999961407386,f k1 k2
65480,9999974.21338,99999927.4103,81.4280835628,0.999937452836,f k2
66998,9999974.21338,99999958.1591,69.2666690374,0.999946625598,f k2
68414,9999998.84591,99999945.149,69.2666690374,0.999946625472,k1 k2
68483,10000007.5034,99999927.142,73.9304290563,0.999943010473,f k1 k2
69899,10000029.5431,99999933.1556,62.2605375675,0.999952303624,f k1 k2
70117,10000029.5431,99999933.1556,75.8683827929,0.99994154469,f
72710,10000018.7555,99999920.116,69.5630262966,0.999946391868,f k1 k2
73926,10000018.7555,99999918.9422,69.5630262966,0.999946391869,k2
74167,10000032.2462,99999934.385,9.34685975175,0.999999937889,f k1 k2
76450,10000042.7877,99999934.385,22.3187065551,0.999990899261,f k1
76746,10000022.868,99999934.385,22.3187065551,0.999990899306,k1
77947,10000001.2144,99999945.6021,22.3187065551,0.999990899352,k1 k2
79200,10000001.2144,99999945.6021,30.4251155823,0.999982401984,f
79231,10000001.2144,99999941.3319,30.4251155823,0.999982401985,k2
83021,10000001.2144,99999930.283,30.4251155823,0.999982401988,k2
85553,10000001.2144,99999948.3373,43.1747732201,0.999969477627,f k2
86714,9999990.94564,99999940.7173,41.62280808,0.99997099216,f k1 k2
91061,9999973.53485,99999963.8796,32.1539251273,0.999980593957,f k1 k2
91163,9999952.94278,99999925.0188,80.3501687305,0.999938233675,f k1 k2
94372,9999952.94278,99999944.0133,80.3501687305,0.999938233665,k2
94537,9999946.49666,99999944.0133,80.3501687305,0.999938233703,k1
95616,9999925.84142,99999934.2354,70.2362691929,0.999945863846,f k1 k2
97029,9999922.51967,99999923.0127,70.2362691929,0.99994586387,k1 k2
100932,9999922.51967,99999923.0127,44.0769051262,0.999968605874,f
102552,9999922.51967,99999923.0127,52.0757969783,0.999961140196,f
104147,9999922.51967,99999922.4155,52.0757969783,0.999961140196,k2
105154,9999922.51967,99999940.6361,64.3167589486,0.999950605508,f k2
105655,9999922.51967,99999896.8309,65.6377396707,0.999949528566,f k2
106777,9999922.51967,99999911.9835,65.6377396707,0.999949528559,k2
107856,9999922.51967,99999895.3843,52.8251260678,0.999960465136,f k2
109613,9999937.22978,99999903.2233,59.7945248063,0.999954377957,f k1 k2
111856,9999937.22978,99999922.0717,49.4513744344,0.999963536987,f k2
111975,9999963.90187,99999905.7256,24.4302919781,0.999988708806,f k1 k2
112053,9999942.51539,99999925.2147,15.3965427204,0.999997402729,f k1 k2
112232,9999939.42271,99999935.9314,14.0073906896,0.999998422387,f k1 k2
114487,9999939.42271,99999924.6261,14.0073906896,0.999998422388,k2
122282,9999922.01203,99999924.6261,51.8396015968,0.999961353836,f k1
125330,9999950.19997,99999904.1919,51.8396015968,0.999961353714,k1 k2
125492,9999960.80081,99999892.3195,79.3445921121,0.999938967379,f k1 k2
128115,9999968.47341,99999892.3195,79.3445921121,0.999938967335,k1
129626,9999957.86653,99999892.3195,84.6893472038,0.999935126565,f k1
130229,9999941.26959,99999919.1799,89.1542306661,0.999932025353,f k1 k2
130438,9999941.26959,99999943.8016,106.715864593,0.999920669109,f k2
130648,9999936.78871,99999943.8016,106.715864593,0.999920669138,k1
132451,9999948.25198,99999944.1725,98.051558011,0.999926113474,f k1 k2
132805,9999912.00344,99999930.4524,98.051558011,0.999926113709,k1 k2
135797,9999893.84128,99999891.9615,98.051558011,0.999926113844,k1 k2
136761,9999893.93547,99999883.3009,100.283773303,0.999924683063,f k1 k2
140400,9999893.93547,99999861.0221,125.985435988,0.999909513963,f k2
143209,9999873.51469,99999861.0221,111.050626062,0.99991805141,f k1
146381,9999851.71761,99999832.946,118.893046306,0.999913479481,f k1 k2
148374,9999838.22414,99999832.946,146.913770519,0.999898638087,f k1
148688,9999831.11479,99999826.5959,146.913770519,0.999898638142,k1 k2
150685,9999876.69145,99999826.5959,146.913770519,0.999898637815,k1
151080,9999893.3043,99999815.6154,137.168387683,0.999903558877,f k1 k2
155655,9999899.34192,99999815.6154,104.834005186,0.999921827422,f k1
157355,9999899.34192,99999815.6154,136.312004913,0.999904002806,f
157863,9999899.34192,99999803.4569,148.631849326,0.999897794052,f k2
160130,9999919.86053,99999814.9603,154.721245655,0.999894858463,f k1 k2
161283,9999904.17827,99999814.9603,162.319186241,0.999891309643,f k1
162451,9999902.02615,99999827.63,194.7671481,0.999877391881,f k1 k2
163058,9999902.02615,99999834.6887,194.7671481,0.999877391875,k2
163927,9999902.02615,99999834.6887,185.891809031,0.999881016828,f
173753,9999902.02615,99999840.5306,168.996081163,0.999888288714,f k2
175854,9999902.02615,99999833.4339,168.996081163,0.999888288719,k2
176786,9999893.58439,99999854.7067,179.118452717,0.999883871082,f k1 k2
177957,9999902.76145,99999832.2113,207.44267055,0.99987242442,f k1 k2
178584,9999925.29635,99999860.9594,184.310610132,0.999881675934,f k1 k2
180431,9999932.41364,99999828.6862,149.699184145,0.999897273182,f k1 k2
181941,9999992.42895,99999828.6862,149.699184145,0.999897272749,k1
182862,9999995.99833,99999828.6862,112.894182625,0.999916957225,f k1
187863,9999995.99833,99999828.6862,125.023328678,0.999910042227,f
188107,10000001.4685,99999828.6862,114.32212043,0.99991611829,f k1
190019,10000008.8615,99999828.6862,114.32212043,0.999916118241,k1
190629,10000007.1165,99999851.1996,102.989321404,0.999922974754,f k1 k2
191120,10000007.1165,99999851.1996,82.4743606428,0.999936700544,f
192998,10000009.6063,99999846.5949,82.8521299442,0.999936430319,f k1 k2
194600,10000009.6063,99999846.5949,91.7067121286,0.999930293551,f
195614,10000009.6063,99999833.5916,97.9721704043,0.99992616441,f k2
197096,10000009.6063,99999820.8343,97.9721704043,0.999926164418,k2
197468,10000034.0242,99999820.8343,97.9721704043,0.999926164265,k1
198311,10000009.5626,99999853.0499,97.9721704043,0.9999261644,k1 k2
199906,10000009.5626,99999861.513,79.7072152853,0.999938701915,f k2
200068,10000009.5626,99999861.513,84.9385526977,0.999934950669,f
203268,10000005.005,99999864.6648,88.916316492,0.999932187893,f k1 k2
204791,9999987.24327,99999864.6648,88.916316492,0.999932188,k1
