gen,k1,k2,f,w,paramsMuted
6370,10000006.8926,100000000.0,10,1.0,k1
9459,10000006.8926,100000002.847,10,1.0,k2
19985,10000006.8926,99999981.0911,10,1.0,k2
21886,10000026.9148,99999981.0911,10,1.0,k1
22699,10000026.9148,99999942.0476,10,1.0,k2
30052,10000019.9455,99999942.0476,10,1.0,k1
36967,10000037.4831,99999942.0435,10,1.0,k1 k2
39567,10000037.4831,99999982.1245,10,1.0,k2
45309,10000040.824,99999981.3209,10,1.0,k1 k2
50776,10000061.7571,99999963.8643,10,1.0,k1 k2
54137,10000030.5111,99999963.8643,10,1.0,k1
80277,9999994.19384,99999942.8109,10,1.0,k1 k2
110837,9999994.19384,99999934.0354,10,1.0,k2
111991,9999970.70144,99999934.0354,10,1.0,k1
113229,9999970.98625,99999934.0354,10,1.0,k1
126704,9999957.3791,99999931.6218,10,1.0,k1 k2
128936,9999974.04188,99999908.4767,9.70759117394,0.999987980858,f k1 k2
133714,9999974.04188,99999954.4385,9.70759117394,0.999987981176,k2
134098,9999980.49839,99999954.4385,9.70759117394,0.999987981691,k1
136094,9999940.42092,99999957.805,9.70759117394,0.999987978518,k1 k2
140243,9999916.51982,99999965.8227,9.70759117394,0.999987976667,k1 k2
142855,9999939.39154,99999971.7118,12.2375362809,0.999437231992,f k1 k2
152931,9999939.39154,99999968.8402,12.2375362809,0.999437232129,k2
153798,9999951.66927,99999944.5486,12.2375362809,0.999437226518,k1 k2
153922,9999938.23837,99999949.3897,12.899124278,0.999103428965,f k1 k2
155355,9999938.23837,99999949.3897,11.4766034764,0.999738974087,f
155440,9999930.88484,99999963.5925,9.60390637355,0.999977719798,f k1 k2
165124,9999930.88484,99999963.5925,11.2908563711,0.999797324966,f
165490,9999944.91793,99999985.1573,9.12216808938,0.99988521957,f k1 k2
166001,9999963.98963,99999989.6426,9.12216808938,0.999885224348,k1 k2
169705,9999963.98963,100000009.263,9.12216808938,0.999885224766,k2
170424,9999987.17885,100000009.263,9.12216808938,0.99988523046,k1
171676,9999990.1022,100000009.263,9.12216808938,0.999885231177,k1
175345,9999990.1022,100000009.263,9.2208355597,0.999910478373,f
176020,9999990.1022,99999983.7966,9.2208355597,0.999910477894,k2
176928,9999990.1022,99999952.8079,9.2208355597,0.999910477311,k2
193530,9999984.13851,99999952.8079,9.2208355597,0.999910476017,k1
198675,9999984.13851,99999934.991,9.2208355597,0.999910475682,k2
201972,9999983.96946,99999934.991,9.2208355597,0.999910475646,k1
214009,9999983.96946,99999946.4893,9.2208355597,0.999910475862,k2
230653,9999972.82914,99999946.4893,9.2208355597,0.999910473445,k1
234114,9999972.82914,99999962.6417,9.2208355597,0.999910473748,k2
239820,9999960.81513,99999962.6417,9.2208355597,0.999910471141,k1
240332,9999927.06454,99999962.6417,9.2208355597,0.999910463818,k1
246215,9999927.65087,99999962.3386,11.5745871221,0.999705637745,f k1 k2
262492,9999927.65087,99999952.8819,11.5745871221,0.999705638072,k2
275862,9999891.92622,99999952.8819,11.5745871221,0.999705652297,k1
277307,9999885.26117,99999952.8819,9.33741204152,0.999935993797,f k1
285897,9999885.26117,99999943.1049,9.33741204152,0.999935993641,k2
285976,9999862.01183,99999943.1049,9.33741204152,0.999935989372,k1
288988,9999878.2606,99999951.2404,9.33741204152,0.999935992485,k1 k2
295238,9999878.2606,99999942.0608,9.33741204152,0.999935992339,k2
312004,9999832.053,99999942.0608,9.33741204152,0.999935983854,k1
313827,9999851.33068,99999943.5818,9.33741204152,0.999935987418,k1 k2
316341,9999875.65747,99999943.5818,9.33741204152,0.999935991885,k1
320670,9999860.88791,99999960.7987,9.33741204152,0.999935989447,k1 k2
334397,9999863.46575,99999960.7987,9.33741204152,0.999935989921,k1
346616,9999854.7473,99999960.7987,9.33741204152,0.99993598832,k1
347646,9999854.7473,99999996.9601,9.91930860977,0.999999100169,f k2
362478,9999874.76905,99999996.9601,9.91930860977,0.999999100606,k1
365532,9999878.5776,99999996.9601,9.91930860977,0.999999100689,k1
370126,9999899.98924,99999996.9601,9.91930860977,0.999999101157,k1
372212,9999899.98924,99999977.1921,9.91930860977,0.99999910112,k2
381205,9999899.98924,99999971.9117,9.91930860977,0.99999910111,k2
399344,9999906.28603,99999988.4988,9.91930860977,0.999999101278,k1 k2
412620,9999905.4488,100000000.748,9.91930860977,0.999999101283,k1 k2
412727,9999913.59585,100000000.748,9.91930860977,0.999999101461,k1
