gen,k1,k2,f,w,paramsMuted
1609,9999987.04687,100000008.664,48.3612823497,0.999964547318,f k1 k2
1799,9999997.56357,100000030.286,63.2900057611,0.999951449864,f k1 k2
2098,10000015.2678,100000030.286,23.0851760688,0.999990108922,f k1
3500,10000015.2678,100000045.347,23.0851760688,0.999990108919,k2
4407,10000001.8202,100000080.498,23.0851760688,0.999990108943,k1 k2
5410,10000025.5355,100000076.169,49.7092076188,0.999963298792,f k1 k2
9699,10000025.5355,100000076.169,59.5015601744,0.999954626521,f
10994,10000025.5355,100000076.169,83.7744653483,0.999935773358,f
11166,10000052.6433,100000094.664,97.263292722,0.999926622844,f k1 k2
12158,10000072.7199,100000094.664,64.6404854747,0.9999503397,f k1
13181,10000072.7199,100000078.076,86.6047842656,0.999933783747,f k2
14154,10000046.3993,100000088.778,99.5645232714,0.999925140809,f k1 k2
16902,10000067.3567,100000091.673,135.056674867,0.999904655755,f k1 k2
18369,10000050.8591,100000091.673,126.334752328,0.999909321377,f k1
23280,10000052.1076,100000091.673,126.334752328,0.999909321368,k1
23410,10000052.2836,100000103.255,103.776086102,0.999922483087,f k1 k2
23798,10000052.2836,100000110.316,103.776086102,0.999922483083,k2
23851,10000052.2836,100000129.31,78.2020798483,0.999939806815,f k2
27507,10000076.6753,100000129.31,78.2020798483,0.999939806676,k1
30717,10000076.6753,100000149.1,68.9323612548,0.999946888996,f k2
31401,10000076.6753,100000149.1,79.4225591584,0.999938909502,f
34450,10000116.5764,100000141.508,79.4225591584,0.999938909277,k1 k2
38379,10000116.5764,100000197.379,116.953690381,0.999914589161,f k2
46969,10000115.3175,100000227.559,136.689982238,0.999903804836,f k1 k2
47843,10000102.5707,100000227.559,152.757037607,0.999895794593,f k1
57941,10000097.1507,100000227.559,152.757037607,0.999895794632,k1
66471,10000093.7022,100000211.251,144.832711204,0.999899667238,f k1 k2
69286,10000132.2804,100000211.251,143.644306,0.99990026054,f k1
74936,10000118.461,100000206.449,126.292842147,0.999909343784,f k1 k2
77272,10000118.461,100000206.449,105.52002537,0.999921402125,f
77589,10000096.2728,100000206.449,105.52002537,0.999921402268,k1
80484,10000096.2728,100000206.449,121.224892304,0.999912156818,f
80731,10000096.2728,100000206.449,87.9613830245,0.999932843619,f
87718,10000096.2728,100000236.464,87.9613830245,0.999932843603,k2
89665,10000071.3116,100000236.464,87.9613830245,0.999932843753,k1
91898,10000071.3116,100000232.04,87.9613830245,0.999932843755,k2
93320,10000071.3116,100000223.016,103.47301814,0.999922671842,f k2
95729,10000058.2125,100000194.437,87.9295962963,0.999932865779,f k1 k2
96233,10000078.7279,100000194.437,87.9295962963,0.999932865656,k1
96586,10000058.3016,100000194.437,87.9295962963,0.999932865778,k1
97236,10000063.4498,100000180.414,82.9697006203,0.999936345877,f k1 k2
97655,10000066.6044,100000180.414,91.4550103116,0.999930462454,f k1
98619,10000066.6044,100000206.574,117.939596552,0.999914022832,f k2
99694,10000112.8647,100000206.574,117.939596552,0.999914022523,k1
99765,10000080.4016,100000206.574,155.07046422,0.999894691204,f k1
101216,10000083.7006,100000193.312,133.819164153,0.999905304714,f k1 k2
107973,10000083.7006,100000188.897,72.9141763612,0.999943786926,f k2
110423,10000105.5803,100000188.897,59.4144735788,0.999954700226,f k1
110794,10000105.5803,100000188.897,72.2324082611,0.999944311373,f
111959,10000105.5803,100000194.434,45.5178340715,0.999967224714,f k2
112384,10000105.5803,100000194.434,72.7703688009,0.999943897229,f
122596,10000105.5803,100000232.484,78.6165193375,0.999939500925,f k2
122995,10000090.9587,100000221.354,78.6165193375,0.999939501014,k1 k2
124830,10000090.9587,100000221.354,85.2540710658,0.999934728093,f
128118,10000090.9587,100000219.134,89.3677737867,0.999931878298,f k2
128610,10000104.8292,100000219.134,89.3677737867,0.999931878215,k1
129458,10000104.8292,100000219.764,93.83763612,0.999928869513,f k2
131478,10000104.8292,100000257.026,93.83763612,0.999928869492,k2
133538,10000118.2232,100000233.458,86.6754677486,0.999933734204,f k1 k2
133984,10000128.1276,100000233.458,86.2983582227,0.999933996846,f k1
136083,10000131.0795,100000194.25,73.5357783525,0.999943310699,f k1 k2
140961,10000097.7662,100000185.503,80.7787203914,0.999937921595,f k1 k2
