gen,k1,k2,f,w,paramsMuted
962,10000000.0,100000032.391,24.7823342818,0.999998834009,f k2
1870,9999993.52848,100000033.407,23.6867010113,0.99999894845,f k1 k2
11039,9999985.16314,100000015.002,29.2314322361,0.999998365629,f k1 k2
11999,10000023.6272,99999964.9948,1.80453813082,0.99999650263,f k1 k2
14427,9999995.09695,100000004.754,10.8442207451,0.999999990985,f k1 k2
14802,9999995.09695,100000026.959,10.8442207451,0.999999990985,k2
20180,9999995.09695,100000041.048,10.8442207451,0.999999990985,k2
20976,10000043.4547,100000041.048,8.06175198142,0.999999937349,f k1
22439,10000068.8856,100000041.048,30.3335391823,0.99999824977,f k1
27108,10000076.3873,100000041.048,40.1451084107,0.999997244996,f k1
27193,10000076.3873,100000049.381,40.1451084107,0.999997244996,k2
28165,10000067.2581,100000082.496,40.1451084107,0.999997244998,k1 k2
31822,10000067.2581,100000055.67,40.1451084107,0.999997244999,k2
32095,10000052.7995,100000038.358,40.1451084107,0.999997245006,k1 k2
36788,10000030.9861,100000049.902,72.5100528529,0.99999440965,f k1 k2
41655,10000030.9861,100000075.552,72.5100528529,0.999994409649,k2
41683,10000030.9861,100000028.755,72.5100528529,0.999994409651,k2
43394,10000025.831,100000028.755,49.3089994061,0.999996366744,f k1
44998,10000017.5916,100000028.755,49.3089994061,0.999996366748,k1
47493,10000013.4225,100000028.755,38.2712346579,0.999997432242,f k1
50498,10000013.4225,100000028.755,28.2157141928,0.999998472603,f
50895,10000013.4225,100000047.365,19.9595008457,0.999999327754,f k2
51222,10000027.6159,100000032.963,0,0.999934999797,f k1 k2
51731,10000027.6159,100000041.397,0,0.999934999797,f k2
52067,10000048.8565,100000041.397,14.3112885107,0.999999821328,f k1
52530,10000048.8565,100000034.851,34.817067688,0.999997783584,f k2
54410,10000048.8565,100000034.851,34.6579528742,0.99999779995,f
54874,10000029.0626,100000034.851,34.6579528742,0.999997799957,k1
55765,10000012.6218,100000034.851,34.6579528742,0.999997799963,k1
58756,10000007.192,100000032.674,34.6579528742,0.999997799965,k1 k2
61026,10000007.192,100000032.674,68.5592373776,0.999994718367,f
64930,10000012.1966,100000017.293,88.5050647205,0.999993246791,f k1 k2
67404,10000034.0122,100000013.252,88.5050647205,0.999993246778,k1 k2
68252,10000034.0122,100000004.025,81.5745848678,0.999993734503,f k2
68349,10000034.0122,99999996.3353,81.5745848678,0.999993734504,k2
70890,10000046.9191,99999996.3353,81.5745848678,0.999993734496,k1
71615,10000058.8712,99999968.2127,38.2698440882,0.999997432366,f k1 k2
75769,10000067.8712,99999973.8374,89.5015934376,0.99999317851,f k1 k2
77943,10000041.7318,99999973.8374,89.5015934376,0.999993178526,k1
78744,10000031.2927,99999971.6133,53.5345936577,0.999995982846,f k1 k2
79366,10000041.8686,99999960.1895,11.7070702608,0.999999965774,f k1 k2
81355,10000012.82,99999970.2899,3.15492938822,0.999998326356,f k1 k2
84229,10000012.82,99999967.5311,3.15492938822,0.999998326355,k2
85893,9999978.63559,100000005.665,19.7174080645,0.999999351537,f k1 k2
86398,9999987.49672,100000005.665,19.7174080645,0.999999351535,k1
88637,10000007.6215,99999984.2614,19.7174080645,0.999999351532,k1 k2
90447,9999988.81817,99999998.585,6.88824566651,0.999999814321,f k1 k2
91742,9999988.81817,99999995.9301,18.4383162051,0.999999474471,f k2
96138,10000017.6152,99999995.9301,0,0.999934999794,f k1
96473,10000005.4164,100000021.691,5.97395632242,0.999999648798,f k1 k2
98835,10000005.4164,100000038.28,5.97395632242,0.999999648798,k2
99599,9999980.71507,100000058.575,10.8553005756,0.999999990756,f k1 k2
100697,9999997.34729,100000049.819,15.5632008276,0.999999727028,f k1 k2
107045,10000008.3589,100000051.135,15.5632008276,0.999999727026,k1 k2
108771,10000008.3589,100000050.069,15.5632008276,0.999999727026,k2
109879,10000008.3589,100000035.789,15.5632008276,0.999999727027,k2
111164,10000008.3589,100000042.711,28.3494068243,0.999998458514,f k2
114183,10000008.3589,100000042.711,54.5756922674,0.999995890267,f
114514,10000008.3589,100000040.386,60.7202075236,0.999995359334,f k2
117584,10000008.3589,100000040.386,45.2096880442,0.999996751858,f
120383,10000006.306,100000040.386,87.4630354444,0.999993318651,f k1
127041,10000031.7191,100000040.386,87.4630354444,0.999993318636,k1
128005,10000031.7191,100000084.044,87.4630354444,0.999993318634,k2
132097,10000027.2713,100000084.044,87.4630354444,0.999993318636,k1
133200,10000014.2844,100000088.681,87.4630354444,0.999993318644,k1 k2
133277,10000026.6736,100000059.042,94.2525998338,0.999992859294,f k1 k2
134339,10000026.6736,100000055.445,94.2525998338,0.999992859294,k2
135505,10000039.5728,100000052.312,102.095796576,0.999992353258,f k1 k2
138176,10000017.3522,100000025.866,102.095796576,0.999992353274,k1 k2
138300,10000005.1223,100000077.734,72.5738506402,0.999994404753,f k1 k2
141821,10000009.1749,100000059.588,41.5241790992,0.999997108852,f k1 k2
145041,10000009.1749,100000072.586,41.5241790992,0.999997108851,k2
146226,10000009.1749,100000073.149,16.037488096,0.999999688354,f k2
149840,10000003.9555,100000036.801,43.5921829946,0.999996907288,f k1 k2
