gen,k1,k2,f,w,paramsMuted
550,10000013.6754,100000000.0,54.2686730943,0.999995917489,f k1
9653,10000013.6754,100000000.0,24.700751327,0.999998842553,f
12209,10000010.6421,100000010.867,18.2184898654,0.999999495073,f k1 k2
12335,10000010.6421,100000008.301,18.2184898654,0.999999495073,k2
14949,10000029.1248,100000025.866,44.071738246,0.999996860992,f k1 k2
14952,10000041.2545,100000025.866,44.071738246,0.999996860987,k1
17730,10000051.6397,100000039.623,13.7441377508,0.999999859607,f k1 k2
20351,10000056.4666,100000039.623,13.7441377508,0.999999859607,k1
20474,10000069.3742,100000059.02,0,0.9999349998,f k1 k2
20935,10000083.1812,100000051.652,8.01647191823,0.999999934055,f k1 k2
21642,10000083.1812,100000051.652,17.1304705583,0.999999594281,f
23088,10000114.7321,100000051.652,0,0.999934999802,f k1
25078,10000128.7075,100000076.378,0,0.999934999804,f k1 k2
26410,10000128.7075,100000104.858,0,0.999934999805,k2
27513,10000152.1446,100000075.989,26.0311527241,0.999998702787,f k1 k2
32436,10000183.1079,100000075.989,0,0.999934999807,f k1
33002,10000183.1079,100000026.56,0,0.999934999804,k2
34936,10000225.4218,100000057.007,0,0.999934999808,f k1 k2
36899,10000230.8135,100000057.007,0,0.999934999808,f k1
41614,10000244.1638,100000057.007,0,0.999934999809,k1
47191,10000219.5113,100000057.007,0,0.999934999808,f k1
50198,10000241.9429,100000055.159,20.5493571428,0.999999269213,f k1 k2
51421,10000268.088,100000038.419,36.4008887954,0.999997621437,f k1 k2
55160,10000263.9262,100000029.325,57.9426269564,0.999995595977,f k1 k2
56118,10000263.9262,100000048.937,45.2649236421,0.999996746476,f k2
64568,10000242.8596,100000042.756,45.2649236421,0.999996746485,k1 k2
65654,10000248.9236,100000048.855,49.0663944014,0.999996389084,f k1 k2
66271,10000260.2953,100000048.168,65.5526035728,0.999994959465,f k1 k2
69587,10000260.2953,100000037.435,65.5526035728,0.999994959466,k2
70713,10000203.7597,100000077.591,22.2229806447,0.999999099706,f k1 k2
71841,10000203.7597,100000046.585,2.04676384504,0.999996960578,f k2
72213,10000190.2172,100000016.48,5.55777803918,0.99999954583,f k1 k2
72374,10000190.2172,100000016.48,0,0.999934999804,f
74732,10000148.3383,100000016.48,0,0.999934999802,k1
78893,10000158.0223,100000001.143,0,0.999934999802,k1 k2
81765,10000147.7459,100000014.659,0,0.999934999802,k1 k2
82314,10000173.1161,100000014.659,0,0.999934999803,k1
82334,10000205.3441,100000014.659,0,0.999934999805,f k1
82470,10000216.0791,100000027.372,24.7591043462,0.999998836388,f k1 k2
94545,10000229.5304,100000053.048,24.7591043462,0.999998836384,k1 k2
94697,10000207.0967,100000079.399,47.70157118,0.999996516169,f k1 k2
102428,10000207.0967,100000079.399,43.31902735,0.999996933644,f
104328,10000207.0967,100000094.092,23.7272271069,0.999998944178,f k2
105217,10000177.5764,100000094.092,23.7272271069,0.999998944186,k1
107136,10000180.7369,100000094.092,23.7272271069,0.999998944185,k1
109073,10000180.7369,100000114.36,32.9311477068,0.99999797844,f k2
113625,10000180.7369,100000097.027,32.9311477068,0.999997978441,k2
115021,10000180.7369,100000117.765,0.454011154977,0.999990199155,f k2
123378,10000162.0273,100000160.502,0.454011154977,0.999990199148,k1 k2
124029,10000135.4981,100000158.929,0,0.999934999809,f k1 k2
130575,10000153.9838,100000139.248,0,0.999934999808,f k1 k2
131362,10000142.6188,100000138.298,0,0.999934999808,k1 k2
133302,10000142.6188,100000147.986,0,0.999934999808,k2
136951,10000142.6188,100000170.982,0,0.99993499981,k2
138066,10000158.269,100000153.046,0,0.999934999809,f k1 k2
138164,10000157.2286,100000138.492,5.6248213386,0.999999563801,f k1 k2
139610,10000157.2286,100000138.492,20.5604896795,0.999999268118,f
142350,10000135.7177,100000146.038,19.3387543017,0.999999388392,f k1 k2
147907,10000135.7177,100000146.038,10.4043424869,0.999999997847,f
148396,10000137.5454,100000146.038,10.4043424869,0.999999997847,k1
150202,10000137.8798,100000146.038,10.4043424869,0.999999997847,k1
150639,10000135.7852,100000146.038,0,0.999934999808,f k1
150769,10000124.7872,100000146.038,1.88461302742,0.999996663338,f k1
151501,10000124.7872,100000146.123,1.88461302742,0.999996663338,k2
154096,10000110.1177,100000128.718,1.88461302742,0.999996663332,k1 k2
156616,10000126.7358,100000100.719,1.88461302742,0.999996663337,k1 k2
157764,10000174.8328,100000092.274,1.88461302742,0.999996663354,k1 k2
158996,10000174.8328,100000066.623,1.88461302742,0.999996663354,k2
165114,10000189.3123,100000066.623,0,0.999934999807,f k1
168585,10000192.1571,100000066.623,1.40917052571,0.999995534234,f k1
169649,10000177.7178,100000086.719,2.00832309299,0.999996893265,f k1 k2
170455,10000223.5858,100000100.247,10.2239673635,0.999999999327,f k1 k2
174756,10000223.5858,100000100.247,21.4140342134,0.999999182208,f
190080,10000223.5858,100000050.331,21.4140342134,0.999999182209,k2
191057,10000223.5858,100000050.331,25.6364746742,0.999998744288,f
191191,10000223.5858,100000050.428,25.6364746742,0.999998744288,k2
191529,10000235.5958,100000021.66,24.0690069238,0.999998908549,f k1 k2
195928,10000235.5958,100000051.754,56.2723795687,0.999995740923,f k2
196669,10000235.5958,100000060.63,56.2723795687,0.999995740922,k2
198043,10000235.5958,100000060.63,52.2255999723,0.999996100271,f
199087,10000256.1878,100000060.63,52.2255999723,0.999996100262,k1
203908,10000239.7372,100000061.551,45.8753882722,0.99999668836,f k1 k2
203992,10000264.9529,100000074.581,45.8753882722,0.999996688349,k1 k2
206452,10000251.7368,100000066.564,49.8492400763,0.999996316825,f k1 k2
210463,10000264.74,100000066.564,73.904605546,0.999994302718,f k1
211517,10000264.74,100000104.642,83.1995733194,0.999993617896,f k2
212069,10000264.74,100000097.572,109.436120834,0.999991901307,f k2
213875,10000289.7167,100000099.685,79.572507332,0.999993879693,f k1 k2
214665,10000277.9751,100000092.586,79.572507332,0.9999938797,k1 k2
215209,10000289.8776,100000092.586,82.4071550148,0.999993674511,f k1
216642,10000289.8776,100000092.586,103.890431157,0.999992240767,f
216989,10000289.8776,100000070.255,103.890431157,0.999992240768,k2
217932,10000304.4438,100000070.255,103.655591755,0.999992255387,f k1
218475,10000304.4438,100000070.255,119.703440339,0.999991301193,f
220431,10000317.3114,100000099.866,105.288847563,0.999992154071,f k1 k2
221140,10000283.5393,100000091.108,76.7777260058,0.999994086101,f k1 k2
221630,10000287.2444,100000091.108,76.7777260058,0.999994086099,k1
221900,10000287.2444,100000091.108,52.0701301095,0.999996114287,f
222727,10000287.2444,100000091.108,92.3627639569,0.99999298492,f
223133,10000292.2563,100000086.541,106.879757505,0.999992056369,f k1 k2
225279,10000295.1259,100000087.391,89.473013846,0.999993180317,f k1 k2
226332,10000327.1294,100000103.477,93.8760537206,0.999992884045,f k1 k2
227645,10000346.9902,100000103.477,93.8760537206,0.999992884033,k1
227880,10000326.3702,100000152.13,77.2107294655,0.999994053821,f k1 k2
228630,10000326.3702,100000142.786,65.4581106227,0.999994967099,f k2
237817,10000326.3702,100000142.786,63.7997883325,0.999995102674,f
240965,10000326.3702,100000142.786,27.6609922989,0.999998530987,f
242906,10000347.4503,100000148.45,25.8491329667,0.999998721886,f k1 k2
243739,10000367.3898,100000158.515,17.5919941122,0.999999552747,f k1 k2
243796,10000365.0695,100000200.04,0,0.999934999822,f k1 k2
245149,10000365.0695,100000194.44,27.5502539023,0.99999854265,f k2
245900,10000365.1976,100000205.966,29.5262655299,0.999998334489,f k1 k2
246011,10000365.1976,100000217.436,29.5262655299,0.999998334489,k2
246254,10000365.1976,100000217.436,25.1756318532,0.999998792662,f
250106,10000334.7366,100000217.436,25.1756318532,0.99999879267,k1
253304,10000321.3679,100000257.531,34.8385682335,0.99999778127,f k1 k2
256041,10000299.8747,100000234.129,9.01750872254,0.999999985477,f k1 k2
259120,10000296.8388,100000219.663,0,0.99993499982,f k1 k2
260212,10000320.0224,100000245.504,7.20483606421,0.999999855995,f k1 k2
266267,10000320.0224,100000239.261,0,0.999934999822,f k2
266724,10000320.0224,100000206.942,0.976022329806,0.999993946899,f k2
267101,10000329.2764,100000214.979,0.976022329806,0.999993946904,k1 k2
268897,10000351.5727,100000214.979,8.99815100158,0.99999998487,f k1
271125,10000360.4839,100000202.475,0,0.999934999822,f k1 k2
276419,10000371.1627,100000167.791,0,0.999934999821,f k1 k2
277480,10000371.8256,100000167.791,0,0.999934999821,k1
277705,10000379.0287,100000099.714,0,0.999934999818,f k1 k2
278390,10000379.0287,100000115.579,0,0.999934999819,k2
285849,10000379.7773,100000115.579,28.5101268092,0.999998441467,f k1
289005,10000387.5763,100000115.579,0,0.999934999819,f k1
289618,10000402.1707,100000139.946,41.4125177912,0.999997119665,f k1 k2
290136,10000396.7777,100000131.595,38.8085982894,0.999997378149,f k1 k2
292014,10000400.0999,100000116.498,38.8085982894,0.999997378148,k1 k2
292464,10000397.5153,100000098.35,47.7833706589,0.999996508429,f k1 k2
294428,10000397.5153,100000098.35,36.2467888746,0.999997637087,f
301039,10000397.5153,100000098.35,65.3134273145,0.999994978822,f
302488,10000377.8229,100000119.644,47.7207760069,0.999996514294,f k1 k2
303225,10000380.5804,100000119.644,47.7207760069,0.999996514293,k1
308963,10000398.1922,100000119.644,69.5151583117,0.999994642611,f k1
310450,10000371.0163,100000105.905,69.5151583117,0.999994642626,k1 k2
310756,10000371.0163,100000105.905,71.9291670718,0.999994454275,f
311269,10000379.0793,100000148.273,71.9291670718,0.999994454269,k1 k2
314470,10000369.26,100000126.912,78.5350950421,0.999993955778,f k1 k2
316116,10000360.0058,100000128.36,115.345094376,0.999991551575,f k1 k2
320739,10000351.9625,100000128.36,115.345094376,0.999991551581,k1
321758,10000351.9625,100000115.921,95.5087191274,0.999992776334,f k2
322493,10000351.9625,100000132.44,95.5087191274,0.999992776333,k2
328331,10000356.6425,100000149.957,95.5087191274,0.999992776329,k1 k2
329653,10000356.6425,100000182.832,95.5087191274,0.999992776327,k2
330639,10000365.0042,100000222.861,98.8908996425,0.999992556784,f k1 k2
330871,10000365.0042,100000222.861,100.17912465,0.999992474398,f
334751,10000329.6029,100000222.861,100.17912465,0.99999247442,k1
336484,10000345.6396,100000213.156,91.1679832648,0.999993065213,f k1 k2
337480,10000338.7763,100000247.313,114.786806354,0.99999158411,f k1 k2
339544,10000330.9862,100000211.901,114.786806354,0.999991584117,k1 k2
341781,10000332.9784,100000211.083,85.0999161808,0.999993483311,f k1 k2
342644,10000332.9784,100000206.256,39.4642787947,0.999997312625,f k2
344942,10000332.9784,100000206.256,47.1146043971,0.999996571185,f
345241,10000332.9784,100000188.577,57.2222013125,0.999995658212,f k2
348773,10000355.8237,100000188.577,50.1636126591,0.999996287884,f k1
350332,10000361.8456,100000188.577,50.1636126591,0.999996287882,k1
353451,10000361.8456,100000202.384,65.116964402,0.999994994825,f k2
356417,10000351.9925,100000202.384,65.116964402,0.99999499483,k1
357275,10000351.9925,100000209.814,26.5021455778,0.999998653131,f k2
358841,10000348.5251,100000197.254,45.8097025101,0.999996694549,f k1 k2
361062,10000351.6894,100000199.379,56.4441534027,0.999995725865,f k1 k2
362346,10000346.331,100000199.379,65.0090121202,0.999995003629,f k1
362543,10000353.7566,100000168.314,71.4012960642,0.999994495176,f k1 k2
363349,10000367.1791,100000125.267,82.3032302969,0.999993681915,f k1 k2
363412,10000367.1791,100000121.299,82.3032302969,0.999993681915,k2
365317,10000367.1791,100000102.519,96.3269421745,0.999992722778,f k2
365544,10000394.9248,100000121.255,96.3269421745,0.99999272276,k1 k2
366715,10000353.7105,100000121.255,96.3269421745,0.999992722786,k1
367662,10000360.3329,100000160.172,117.842589382,0.999991407319,f k1 k2
369619,10000360.3329,100000160.959,111.01782618,0.999991806458,f k2
371017,10000360.3329,100000158.607,78.2707755582,0.99999397527,f k2
374084,10000395.5421,100000101.482,91.9842069549,0.999993010238,f k1 k2
374781,10000413.8893,100000101.482,86.0657312091,0.999993415566,f k1
379467,10000436.8248,100000097.474,68.5644295058,0.999994717721,f k1 k2
380262,10000463.3073,100000093.597,96.5760183879,0.999992706475,f k1 k2
381525,10000463.3073,100000106.594,96.5760183879,0.999992706474,k2
383754,10000470.2531,100000111.152,108.125826544,0.999991980365,f k1 k2
386505,10000470.2531,100000117.771,108.125826544,0.999991980364,k2
389038,10000479.253,100000076.252,128.25862638,0.999990826706,f k1 k2
392395,10000479.7498,100000078.069,128.25862638,0.999990826706,k1 k2
393222,10000479.3688,100000078.069,128.25862638,0.999990826706,k1
394888,10000465.9109,100000056.424,124.308930201,0.999991042982,f k1 k2
396367,10000465.9109,100000020.052,133.976078441,0.999990521558,f k2
396368,10000465.9109,100000055.808,133.976078441,0.999990521555,k2
397457,10000488.525,100000025.174,133.976078441,0.999990521542,k1 k2
399470,10000513.1646,100000005.618,157.932044271,0.999989333418,f k1 k2
400887,10000552.3258,100000005.618,157.932044271,0.999989333389,k1
401151,10000552.3258,100000005.618,125.278887979,0.99999098939,f
401357,10000530.8922,100000005.236,87.4919966343,0.999993316335,f k1 k2
402573,10000503.8727,100000005.236,87.4919966343,0.999993316351,k1
402987,10000517.9853,100000007.838,83.9675052858,0.999993563171,f k1 k2
405839,10000514.4763,100000033.405,80.0421165533,0.999993845289,f k1 k2
407024,10000524.9386,100000034.183,73.4112078647,0.999994340236,f k1 k2
412599,10000524.9386,99999993.2175,85.4737877743,0.999993456947,f k2
413647,10000523.0279,100000005.517,109.668814119,0.999991887144,f k1 k2
414570,10000524.3015,99999985.9337,89.8456035535,0.999993154778,f k1 k2
415779,10000524.3015,99999967.299,89.8456035535,0.999993154779,k2
417849,10000524.3015,99999951.3876,98.4827115025,0.999992582945,f k2
418541,10000528.8611,99999946.749,98.4827115025,0.999992582942,k1 k2
420478,10000528.8611,99999965.7065,106.444830328,0.999992082845,f k2
420501,10000533.7655,99999974.1032,121.44711706,0.999991202554,f k1 k2
421083,10000507.06,99999974.1032,121.44711706,0.999991202572,k1
424044,10000507.06,99999985.0053,107.433240485,0.999992022458,f k2
424101,10000499.9805,99999985.0053,107.433240485,0.999992022463,k1
424845,10000494.3057,99999974.2016,87.5836156235,0.999993310021,f k1 k2
426700,10000501.0989,99999983.6899,123.514758839,0.999991087006,f k1 k2
426938,10000526.4533,99999983.6899,139.24772529,0.999990247999,f k1
427714,10000526.4533,99999982.9726,139.24772529,0.999990247999,k2
428395,10000527.9989,99999982.9726,125.585641865,0.999990972535,f k1
433618,10000557.911,99999986.3644,149.876279547,0.999989717768,f k1 k2
435634,10000582.0376,99999985.9831,145.521583374,0.999989931682,f k1 k2
436301,10000582.0376,99999985.9831,118.736151096,0.999991356061,f
437626,10000572.4433,99999985.9831,118.736151096,0.999991356068,k1
441344,10000572.4433,99999971.0376,118.736151096,0.999991356069,k2
441575,10000593.291,99999991.1781,126.43935945,0.999990925678,f k1 k2
444662,10000602.891,100000005.675,148.186593884,0.999989800214,f k1 k2
447444,10000602.891,100000037.029,148.186593884,0.999989800212,k2
447728,10000602.891,100000057.218,148.186593884,0.999989800211,k2
454197,10000602.891,100000036.137,148.186593884,0.999989800212,k2
456482,10000602.891,100000036.137,126.129158988,0.999990942653,f
456707,10000591.559,100000042.105,120.073598909,0.999991280013,f k1 k2
458322,10000591.559,100000049.996,99.3628087324,0.999992526394,f k2
462553,10000615.3163,100000025.45,107.998777241,0.999991987987,f k1 k2
463289,10000615.3163,100000025.45,124.659291133,0.999991023511,f
465111,10000615.3163,100000074.537,124.659291133,0.999991023508,k2
470217,10000612.0424,100000074.537,142.222313703,0.99999009676,f k1
471769,10000612.0424,100000084.91,152.788138496,0.999989577119,f k2
484515,10000621.2753,100000084.91,152.788138496,0.999989577112,k1
484959,10000620.4167,100000102.413,144.837413443,0.999989965667,f k1 k2
487451,10000559.8911,100000128.275,160.419911311,0.999989217511,f k1 k2
488620,10000559.8911,100000140.318,160.419911311,0.99998921751,k2
490593,10000548.3297,100000140.318,160.419911311,0.999989217519,k1
490903,10000562.9839,100000162.247,166.445185458,0.99998894218,f k1 k2
493248,10000576.7185,100000177.617,148.084920083,0.999989805206,f k1 k2
495348,10000576.7185,100000177.617,168.969819769,0.999988828954,f
495664,10000573.595,100000177.617,154.970248448,0.99998947302,f k1
497090,10000558.525,100000176.492,163.376082914,0.999989081507,f k1 k2
498226,10000558.525,100000184.166,163.368906267,0.999989081835,f k2
499223,10000558.525,100000184.166,178.241525678,0.999988423513,f
499646,10000555.0935,100000196.012,171.569048586,0.999988713691,f k1 k2
503462,10000573.0394,100000178.76,171.569048586,0.999988713679,k1 k2
503502,10000580.7759,100000177.725,171.569048586,0.999988713673,k1 k2
506181,10000582.2517,100000260.006,171.569048586,0.999988713667,k1 k2
