gen,w_bar,w_var,k1_var,k2_var,f_var,numk1,numk2,numf
0,0.718500556625,0.00564305337753,3758946.63766,4155863.41933,1339250.17985,610,610,351
1,0.722032465934,0.00473053176944,8421489.14922,8735993.47706,2495835.23339,639,639,435
2,0.713555734056,0.00401115912463,13268148.012,13447278.6407,4337289.34539,634,634,446
3,0.714083011252,0.0038764817903,18194503.1457,16433026.7746,5876731.88941,629,629,455
4,0.713106689845,0.00349028038865,23517491.4352,21531424.7965,7142414.78327,618,618,467
5,0.710554381985,0.00348917343299,25913500.897,26428333.4343,8471673.52197,622,622,470
6,0.712777869518,0.00349513682907,27942518.2757,29591884.9162,10195764.6502,647,647,517
7,0.707011650879,0.00260960738875,29871963.338,33030896.9364,11731072.3343,639,639,514
8,0.709843404688,0.00290215906987,34472874.5172,36222184.7234,13112858.2552,627,627,525
9,0.705898471707,0.00245749087841,37815291.2417,43217387.4091,14002606.1329,648,648,540
10,0.710314874293,0.00314909199027,44331593.1286,43397660.8642,15638077.9528,619,619,527
11,0.706964063219,0.00269368643319,48514399.2056,47431859.7496,16888315.9602,624,624,528
12,0.706392323757,0.00248293253679,52365326.9608,52058004.4924,17509776.634,628,628,537
13,0.706956938591,0.00267822125023,55947956.3244,53791221.6788,17007096.719,634,634,545
14,0.704957387157,0.00225680116056,62818141.4076,59964814.7545,17469370.698,640,640,553
15,0.705100835343,0.00198648776537,60603931.468,62632060.8109,17473248.5704,653,653,572
16,0.703006705743,0.00228347328494,65336916.5506,66837692.8589,20060470.1123,631,631,560
17,0.703262383913,0.00199386790236,70753458.6979,70195803.1947,20369718.0675,634,634,558
18,0.70278946798,0.00225043315015,78385414.3877,77477894.9111,21796822.1304,638,638,564
19,0.705714718766,0.0022796994708,90123795.9954,88253761.8487,21954438.8623,646,646,571
20,0.702269533147,0.00210452019567,98618010.0591,83382594.3089,23058188.1827,631,631,550
21,0.706370442489,0.00278324797271,103187602.903,91674831.4004,24208031.8511,620,620,549
22,0.701053858421,0.00213738264266,101179315.442,92309076.3272,26978113.0288,619,619,536
23,0.7030060608,0.00278301918225,117081730.49,96999253.196,30968133.7531,629,629,557
24,0.701397023182,0.00256603450926,108409928.652,101898969.547,31057725.4016,622,622,548
25,0.702995002011,0.00256899240618,118192303.741,104323594.94,32563111.9551,627,627,556
26,0.701210158813,0.0022918826194,124070883.512,112808671.126,29249391.9611,637,637,560
27,0.699836623768,0.00180296840014,126415189.428,123217773.332,29424198.0449,624,624,563
28,0.698139665174,0.00190462215599,136082587.924,123219750.338,29802873.5327,624,624,559
29,0.700093499733,0.0021568229635,142698845.427,134990548.572,30727210.0811,640,640,575
30,0.70005604151,0.00207613978715,146586071.419,132439256.498,28256664.6206,636,636,570
31,0.701229147878,0.00222360277567,147789525.358,126906163.387,27912782.5847,625,625,556
32,0.699537718666,0.00229633407396,169437742.193,125162008.435,27673103.108,626,626,540
33,0.703128126007,0.00262893613864,165614028.852,124811365.045,28552746.1597,637,637,556
34,0.70018875367,0.00261627476752,172651405.79,126924035.441,29548033.1648,630,630,541
35,0.702738836676,0.00271701326345,172995109.002,132798162.968,28031030.364,633,633,549
36,0.701761424363,0.0026542546841,166145829.219,145134940.766,28979218.1902,649,649,548
37,0.703846899417,0.00246822009834,182162241.33,139058953.12,28327729.0826,636,636,554
38,0.70612693434,0.00293205302535,186190152.95,163231692.156,29209746.3308,640,640,555
39,0.704460835131,0.00265562481121,182920174.669,169066563.278,28492715.9553,630,630,557
40,0.70167715533,0.00226632899341,184230394.09,168384767.42,30150477.9131,644,644,568
41,0.6970687041,0.00197634041372,186119526.385,175128044.052,30418494.5745,611,611,522
42,0.701085650856,0.00252704024701,186615434.75,195473723.426,32174619.883,626,626,549
43,0.704843792097,0.00262108268666,191211753.19,195427982.274,31938369.3111,633,633,560
44,0.701750628805,0.00249702409067,191381068.713,210859425.917,35419166.2655,617,617,546
45,0.700067946673,0.00282311150654,191595849.046,205816664.227,35498956.6998,618,618,539
46,0.698498979378,0.00232489735494,202079432.695,216213046.464,34133221.2849,628,628,541
47,0.704833652307,0.00316156989199,212498035.175,196232581.745,32538534.916,631,631,557
