gen,w_bar,w_var,k1_var,k2_var,f_var,numk1,numk2,numf
0,0.706005675279,0.00535908933393,3589510.53971,4424479.80631,1584333.22034,639,639,328
1,0.71408157508,0.0043426801077,7475410.37407,8595700.91521,3032977.88371,624,624,394
2,0.712953541864,0.00359748613263,11435184.3983,12671518.3526,4258934.0353,635,635,443
3,0.715102595466,0.00384775487949,16868912.0576,15978849.8634,5373718.92351,633,633,462
4,0.71613100636,0.00364344873902,19849627.6563,20317501.8594,6927267.01803,645,645,502
5,0.712462034621,0.00335424114272,26975833.6107,23859356.7903,8417831.59218,630,630,490
6,0.71291278789,0.00319701964699,30089936.5119,26883877.8445,8914164.49185,641,641,505
7,0.711051680119,0.00274779079053,34592606.8084,30266556.9232,8874010.53929,633,633,510
8,0.710298125201,0.00284627033246,41092039.602,31393403.74,9901946.11168,626,626,513
9,0.711402957607,0.00249252540884,46724655.3516,34725489.6373,10604326.7976,628,628,521
10,0.709443228345,0.00273637964015,48070929.0688,37539360.5447,11614577.1033,647,647,525
11,0.7116776704,0.0029904965168,52514198.3537,40832955.4548,12630700.8007,629,629,534
12,0.705956662833,0.00264793617616,58519348.1138,47897917.1079,14632961.9763,632,632,522
13,0.708294477385,0.00257510368256,60322199.8289,50710392.9266,14290640.0056,621,621,529
14,0.704669814083,0.00230853705088,66068775.573,52822683.1946,15560941.0715,636,636,520
15,0.706209913327,0.00247061205266,68492733.8435,55435702.5419,16238877.7588,645,645,542
16,0.706423866661,0.00239316812143,66309971.7466,58033365.4651,18441058.3827,644,644,548
17,0.706114930987,0.00224320932428,66511776.2191,64062828.1578,16848231.299,640,640,552
18,0.70605369044,0.00217508748729,67537696.2698,67702771.2076,15556234.3502,642,642,554
19,0.708913421164,0.00232365950617,70431207.4218,70356070.5101,15200428.4727,631,631,556
20,0.70651939943,0.00201339725815,73447806.558,73610306.1883,14770656.0194,646,646,555
21,0.708630258598,0.00243791573131,78637177.0942,80942633.8203,15934934.1651,628,628,548
22,0.702816928162,0.00220932709353,85984657.6148,96004035.9337,18983259.9781,646,646,571
23,0.708344617837,0.00266546634843,94961544.9119,98488430.9336,18520148.3677,628,628,563
24,0.702286214672,0.00228940587095,92775000.0974,105659787.618,19951527.1022,626,626,543
25,0.703021033361,0.00238258346862,98332769.0398,112843341.117,20961314.2971,618,618,540
26,0.702015369505,0.0021631977133,95025182.4381,118134979.003,22589228.3823,642,642,562
27,0.702353512458,0.00228157247621,89782830.3231,121725598.356,22754694.0986,644,644,556
28,0.704949768627,0.0027931343919,96335763.811,119405253.886,21318087.4191,644,644,560
29,0.703335076746,0.00301291830383,98705896.6499,127945539.462,22207335.4608,637,637,544
30,0.703924151641,0.00265977742967,92060966.333,128258365.442,22085743.114,631,631,553
31,0.705161603443,0.00254820862595,96503138.5447,127885940.204,23319363.7481,626,626,562
32,0.69970608921,0.00198276594601,95986412.4616,138004335.314,23367681.4633,627,627,549
33,0.701261628204,0.00245145595742,97789844.7692,144610188.963,25064934.1831,626,626,539
34,0.701846500566,0.00260363010905,96225256.7202,146480870.338,25150517.4946,651,651,568
35,0.704181672513,0.00249753807787,93716481.2963,152817826.112,27276683.0995,630,630,561
36,0.704368458254,0.0023303799882,97121088.5405,156399004.261,28360627.4218,639,639,573
37,0.702572607422,0.00218678478067,98751456.0095,155133538.753,29530307.0905,621,621,551
38,0.704457446293,0.00236185449824,102485268.327,151554438.286,28549255.4084,623,623,558
39,0.700361480209,0.00233334736217,102914685.261,149405319.17,26990749.513,635,635,552
40,0.702335653058,0.00212290711431,98363333.5766,142520502.568,26546391.1341,621,621,546
41,0.702411328037,0.00248319167838,109366147.061,148647086.649,28034305.9192,633,633,555
42,0.702313695828,0.00225137896578,119310849.176,147722273.802,29341032.0361,649,649,579
43,0.701800134924,0.00210050563428,131623899.159,154839492.088,26557904.0172,638,638,574
44,0.702937190986,0.00226948852869,129796159.418,151616170.971,25472002.4959,640,640,567
45,0.70254085896,0.00215391668608,136665967.634,154175363.638,25458695.4886,611,611,538
46,0.70554814946,0.00281707984362,143641220.98,161935213.303,24569127.9194,635,635,557
47,0.701344438259,0.00210410031421,143390788.065,169219380.74,26307111.3499,630,630,542
48,0.702103473664,0.00262352781712,137392978.301,162550511.571,27442500.4106,648,648,556
49,0.703402429146,0.00272891537149,132218437.16,162808954.936,28428046.5474,641,641,562
50,0.701918327215,0.00276862935637,117872314.562,171921664.016,29866162.9702,637,637,548
51,0.705160462011,0.00284876144168,120992981.394,178880801.26,29166648.7148,646,646,564
52,0.702873667026,0.00249180070907,108096459.458,185663821.825,27217825.7281,651,651,570
53,0.703309230406,0.00242106422866,98182961.3775,180135959.701,25053207.969,623,623,535
54,0.704621940167,0.00261870117467,100969650.226,194313586.201,26072495.2008,644,644,558
55,0.702316181331,0.00277297420658,103113368.004,197245303.191,25839487.7669,626,626,537
