gen,w_bar,w_var,k1_var,k2_var,f_var,numk1,numk2,numf
0,0.899517071703,0.0108195554525,0.0416428356944,0.0401629282997,0.0213773517479,613,616,437
1,0.904050042926,0.00984915588317,0.0808359432347,0.0803192394091,0.0365224065794,627,627,469
2,0.908891462973,0.00816797121768,0.121710799565,0.113042068551,0.050708811933,643,643,506
3,0.907754054124,0.00779132270414,0.153177500222,0.155863567773,0.0635551165167,629,632,502
4,0.910324731786,0.00702201332875,0.181594899081,0.206950261991,0.0833667710897,624,626,516
5,0.912709994398,0.00623433757805,0.221814777435,0.240701219905,0.0941698360348,633,634,536
6,0.916157399761,0.00511522661171,0.253348330749,0.275011732234,0.102411401598,638,638,554
7,0.911601127495,0.00548365907511,0.300554605815,0.336304426941,0.110068486003,643,644,556
8,0.915298569776,0.00497733843708,0.346909025094,0.366771028695,0.129923574352,643,643,568
9,0.917123422365,0.00457510281782,0.404222728007,0.4035062494,0.139876826927,623,623,558
10,0.915674903239,0.00444121031193,0.447457779207,0.439194371293,0.130186801952,629,629,561
11,0.91563897727,0.00403397532282,0.451519922388,0.484680048482,0.145055608175,642,642,580
12,0.911518461685,0.00404960660887,0.504634524447,0.527305677685,0.160411653955,637,637,578
13,0.911708113781,0.00427863862175,0.541284077875,0.513473171947,0.156104348564,646,646,581
14,0.911290140486,0.00428132270022,0.581510389472,0.536335041049,0.17092072274,643,644,576
15,0.915573202495,0.00371373332739,0.622712735756,0.559710394056,0.18271571162,622,623,572
16,0.912444009964,0.00370529172061,0.601030905519,0.578746215521,0.203546998653,638,638,579
17,0.909988363072,0.00397824336772,0.642142529631,0.633247316805,0.215898826222,631,631,575
18,0.907483608396,0.00412511903523,0.681345535565,0.646317290745,0.222596473924,630,630,568
19,0.909022488897,0.00399854265912,0.697731695032,0.68758504269,0.248421704154,642,642,588
20,0.908325669457,0.00355537033179,0.80734617136,0.711864892676,0.252831428985,624,624,572
21,0.907243243244,0.00374064614501,0.867588501585,0.80896809597,0.267850576603,633,633,579
22,0.908501254037,0.00344597469818,0.913397787576,0.841327898969,0.288153108384,640,640,590
23,0.911564089306,0.00289407176387,0.899204041694,0.831232615088,0.290549446088,624,624,584
24,0.909245772342,0.00322869966603,0.946662429032,0.900363809875,0.285064243662,640,641,590
25,0.9094274552,0.00345684127124,1.01799798136,0.874102201637,0.304898397399,623,623,577
26,0.906835682388,0.00400833912323,0.946793183716,0.928925752414,0.316962198717,635,635,578
27,0.906304668279,0.00391365979864,1.03123546361,0.982024363191,0.314446258061,642,642,584
28,0.907606302641,0.0039804818167,1.0758598092,1.03486740534,0.309656357183,626,626,564
29,0.907749511021,0.00428388038034,1.05540367288,1.10714015108,0.310681984171,635,635,571
30,0.909392263777,0.0041653290941,1.15906295969,1.10998313633,0.330608334976,639,639,576
31,0.911460865784,0.00381140347258,1.27029918898,1.18183286656,0.311938704753,635,635,582
32,0.906273676761,0.00426885393817,1.33666337413,1.23148882007,0.310856253269,625,625,563
33,0.909747158281,0.00356998428356,1.35994495712,1.30076362504,0.314362032631,616,617,562
34,0.909264823754,0.00414663441362,1.41535740533,1.3032281461,0.351158921928,638,638,581
35,0.904220342969,0.00459111605278,1.51533936956,1.2910671939,0.369884188657,619,620,554
36,0.912940007384,0.00313006407926,1.67800319077,1.41712217768,0.360203901317,635,635,590
37,0.911888458467,0.00287377758251,1.69366474102,1.49104498828,0.372036109729,632,632,590
38,0.910079451002,0.00322855271473,1.73476088223,1.53601587185,0.400345582503,626,626,582
39,0.912065130006,0.00305698951446,1.80628281463,1.60584733012,0.393920715983,624,625,587
40,0.911917731355,0.00311416885193,2.07779967254,1.67607736636,0.384199158374,613,613,575
41,0.909584263731,0.00336214249735,2.14821954004,1.82902222229,0.395204567769,629,629,587
42,0.909515882588,0.00281718591173,2.27014687374,1.7289224698,0.397404890109,629,629,593
43,0.904650915186,0.00356309541546,2.24723637898,1.80238997894,0.451253396177,622,623,566
44,0.905924974136,0.00327067430046,2.24331771858,1.72641855574,0.46368093441,615,615,569
45,0.907353155912,0.00317676898258,2.2680710905,1.77427336473,0.429878010477,644,644,598
46,0.908024485654,0.00325166697316,2.38190241114,1.83022105487,0.402648541621,638,638,596
47,0.906547407777,0.00303012330538,2.55221038014,1.85367179649,0.440774288522,626,627,578
48,0.905757590884,0.00310827597535,2.53654134325,1.81811165415,0.467817795211,612,613,569
