gen,w_bar,w_var,k1_var,k2_var,f_var,mean_k1,mean_k2,mean_f
0,0.999999924638,2.71593680789e-15,415.485812971,389.526329044,0.0,10000000.6975,100000000.65,1
1,0.999999896855,5.77796151568e-15,807.993472356,748.874350214,0.0,10000001.2893,99999999.8072,1
2,0.999999874945,9.45451575768e-15,1246.65693472,1089.0841654,0.0,10000001.5471,100000001.676,1
3,0.999999853088,1.11102631069e-14,1615.24934743,1422.88232463,0.0,10000000.3334,99999999.9263,1
4,0.999999835572,1.42041885999e-14,2024.24104864,1901.88650051,0.0,10000002.0674,100000001.426,1
5,0.999999812605,1.71717106313e-14,2573.6661824,2123.3631414,0.0,10000001.7286,100000001.216,1
6,0.999999796792,2.22376078289e-14,3123.48286768,2393.21093424,0.0,10000000.4585,99999999.3306,1
7,0.999999789813,2.33143836963e-14,3307.06224955,2881.92156128,0.0,9999999.99251,99999996.8864,1
8,0.999999771456,2.61038852349e-14,3847.45500075,3138.2779415,0.0,10000000.5669,99999996.5662,1
9,0.999999769648,2.97252640952e-14,4063.77719586,3652.67233997,0.0,10000005.7403,99999996.8211,1
10,0.999999764841,3.04825837424e-14,4237.002116,4012.29847166,0.0,10000004.4975,99999995.6627,1
11,0.99999976019,2.90750997629e-14,4304.82537562,4389.45272386,0.0,10000002.7369,99999995.5241,1
12,0.999999746872,3.38541887491e-14,4905.83933119,4697.11855615,0.0,10000003.6715,99999997.7978,1
13,0.999999739208,3.89965409496e-14,5370.68070142,4861.5587885,0.0,10000003.2151,99999996.988,1
14,0.999999730088,4.11388309796e-14,5688.38827122,5342.63765007,0.0,10000004.9993,99999999.5479,1
15,0.999999724436,4.14927921864e-14,5818.43823857,5806.10930945,0.0,10000004.7948,99999999.5561,1
16,0.999999709774,4.41284451885e-14,6387.96742134,5888.44580551,0.0,10000005.9593,100000000.087,1
17,0.999999691695,4.805260797e-14,7074.90764862,7170.80733475,0.0,10000009.1041,99999998.0066,1
18,0.99999968218,4.94719222057e-14,7546.58432592,7543.48750566,0.0,10000002.9087,100000000.971,1
19,0.999999673861,4.83343711665e-14,7756.81020889,7418.67089366,0.0,10000001.2264,99999996.6914,1
20,0.999999678367,4.95139486618e-14,7697.58465666,8301.28761568,0.0,9999998.4877,99999995.8137,1
21,0.999999659715,5.89822450786e-14,8814.78591854,8735.71824394,0.0,9999996.79115,99999992.3105,1
22,0.999999652482,6.04603123913e-14,9099.75155481,9120.61982243,0.0,9999997.53212,99999989.5148,1
23,0.999999645037,6.52453103007e-14,9598.46279372,9456.15542187,0.0,9999998.58802,99999987.5702,1
24,0.999999657793,6.66422571881e-14,9212.9180519,9490.07989589,0.0,9999996.14246,99999990.7683,1
25,0.999999643441,7.41634495919e-14,10135.4385269,9670.54865807,0.0,9999999.23033,99999984.2926,1
26,0.999999645326,6.99429088543e-14,9849.70023583,10015.1701767,0.0,9999997.71091,99999989.5851,1
27,0.999999622395,7.99476431195e-14,11133.1030716,10025.7322921,0.0,9999995.56745,99999989.5908,1
28,0.99999961946,8.32972060317e-14,11435.9380128,10939.6292082,0.0,9999996.46879,99999991.2515,1
29,0.999999615347,8.94929325417e-14,11918.9274372,11063.8955077,0.0,9999994.0732,99999992.9432,1
30,0.999999615903,8.80749233583e-14,11876.2821201,9911.282276,0.0,9999997.41299,99999991.7494,1
31,0.999999621587,8.26536417695e-14,11372.0100086,10106.613039,0.0,10000001.7338,99999991.4672,1
32,0.999999616363,8.6836345061e-14,11694.0109998,10950.411855,0.0,10000005.3065,99999988.2175,1
33,0.999999602422,9.13800022658e-14,12464.4167871,11614.8143706,0.0,10000006.278,99999991.2508,1
34,0.999999606071,9.78641463597e-14,12660.2945363,11678.2316025,0.0,10000005.7776,99999989.3896,1
35,0.999999603164,9.72111828096e-14,12605.7378441,11461.6879234,0.0,10000009.1808,99999988.5552,1
36,0.999999596481,9.59084197312e-14,12675.9397741,12297.2939187,0.0,10000010.9539,99999994.3463,1
37,0.99999958805,1.00532497688e-13,13277.5823523,13737.5146936,0.0,10000009.1523,99999993.9258,1
38,0.999999589029,1.08820250428e-13,13328.4129921,14520.2779888,0.0,10000019.602,99999994.7746,1
39,0.999999588658,1.14729904596e-13,13680.6319586,14534.7905586,0.0,10000017.8063,99999998.2956,1
40,0.999999600025,1.04619037492e-13,12818.7732275,15130.1245242,0.0,10000012.3954,99999997.7941,1
41,0.999999584176,1.12383742585e-13,13883.2666133,14801.6728999,0.0,10000009.7296,100000001.874,1
42,0.999999594745,1.11188197644e-13,13416.4042778,15235.8016437,0.0,10000010.5071,100000003.334,1
43,0.999999586423,1.0889217276e-13,13640.9188344,14914.5760083,0.0,10000009.5349,100000000.57,1
44,0.999999576754,1.10455590569e-13,14222.8067506,15439.8245183,0.0,10000005.4651,100000000.303,1
