gen,w_bar,w_var,k1_var,k2_var,f_var,mean_k1,mean_k2,mean_f
0,0.999999901593,5.4067655192e-15,396.260505786,419.902064366,0.0,10000000.8068,99999999.534,1000
1,0.999999861498,1.00694682398e-14,766.218494855,849.953567209,0.0,10000001.6635,99999998.7495,1000
2,0.999999826064,1.56555959793e-14,1208.22276488,1256.74050123,0.0,10000001.1284,99999999.3017,1000
3,0.999999802485,2.06283695818e-14,1581.37580637,1720.49882426,0.0,10000000.1418,99999997.0268,1000
4,0.999999783521,2.44662529514e-14,1866.26608295,2164.85818971,0.0,9999997.62726,99999998.2047,1000
5,0.999999761941,2.98270499936e-14,2248.63365793,2418.66731252,0.0,9999997.9645,99999996.7674,1000
6,0.999999739407,3.44323767761e-14,2645.54147974,3022.03702038,0.0,9999996.75496,99999997.5891,1000
7,0.999999704704,4.62764543868e-14,3440.05569806,3547.30343456,0.0,9999998.99971,99999995.5885,1000
8,0.999999708068,4.82103969445e-14,3471.76692816,3717.81029439,0.0,9999999.35832,99999999.4204,1000
9,0.999999682409,5.85475449191e-14,4098.83875338,4003.54738808,0.0,9999999.62964,99999997.8833,1000
10,0.9999996594,6.33397291067e-14,4559.0594388,4828.80522352,0.0,9999996.09414,99999998.7817,1000
11,0.99999963179,7.0439354746e-14,5278.67132653,4469.54712202,0.0,9999999.77664,100000001.006,1000
12,0.999999616475,7.99076209453e-14,5785.57145752,4605.74675302,0.0,9999995.28435,100000003.643,1000
13,0.999999606322,8.43459649964e-14,6048.85440263,5142.29632995,0.0,9999998.32503,100000007.658,1000
14,0.999999597277,9.12784728707e-14,6442.55003233,5150.82741582,0.0,9999999.06545,100000005.722,1000
15,0.999999586131,9.05985384113e-14,6654.32453628,5524.24241132,0.0,10000000.0449,100000008.598,1000
16,0.999999586928,9.51587941274e-14,6737.37761992,6097.0103147,0.0,9999997.78056,100000012.116,1000
17,0.999999564326,1.04479053883e-13,7505.22725492,6473.12633548,0.0,9999997.73606,100000010.201,1000
18,0.999999557098,1.08945888468e-13,7731.54931535,6807.96934072,0.0,9999995.01204,100000014.924,1000
19,0.99999954325,1.14387839172e-13,8121.16070481,7330.61053721,0.0,9999999.22441,100000017.289,1000
20,0.999999530303,1.20516400766e-13,8681.59092927,7236.88735502,0.0,9999998.59091,100000016.728,1000
21,0.999999510773,1.24200425001e-13,9302.36400159,7777.55092717,0.0,9999997.73145,100000018.155,1000
22,0.999999479006,1.40133513407e-13,10545.6082033,7270.3654616,0.0,10000006.0159,100000014.088,1000
23,0.999999451732,1.48397374603e-13,11499.7936439,7832.08031623,0.0,10000009.3262,100000012.928,1000
24,0.999999400023,1.77964723739e-13,13674.0705501,7955.011774,0.0,10000016.82,100000015.294,1000
25,0.999999384551,1.79887605133e-13,14335.469441,8469.61733381,0.0,10000014.2669,100000017.904,1000
26,0.999999359849,2.03465226588e-13,15598.8143133,9841.13467369,0.0,10000017.4389,100000023.99,1000
27,0.999999352793,1.96593805732e-13,15622.4270228,9807.915119,0.0,10000017.3566,100000020.641,1000
28,0.999999326734,2.14822750959e-13,16701.9417256,10188.4272666,0.0,10000020.3651,100000018.072,1000
29,0.999999317824,2.36841737484e-13,17433.3069378,10011.5635744,0.0,10000023.2279,100000021.448,1000
30,0.999999322294,2.38042599689e-13,16930.3646163,10053.1327046,0.0,10000029.0294,100000018.281,1000
31,0.999999294997,2.70653962116e-13,18746.4142326,10193.9931047,0.0,10000028.8419,100000022.352,1000
32,0.99999931126,2.64878163966e-13,18300.8000719,10930.1023584,0.0,10000022.8029,100000021.245,1000
33,0.999999300714,2.59560361796e-13,18465.408427,11857.0372614,0.0,10000022.6127,100000015.251,1000
34,0.999999298827,2.6130116e-13,18783.9080538,12829.1750291,0.0,10000024.068,100000016.215,1000
35,0.999999305953,2.63168098092e-13,18676.2801552,12949.4461943,0.0,10000020.7843,100000021.064,1000
36,0.999999309789,2.70516176035e-13,18991.4963739,12919.1345297,0.0,10000016.2892,100000016.124,1000
37,0.999999291771,2.6865821756e-13,19668.3347979,13496.5358023,0.0,10000011.9498,100000018.829,1000
38,0.999999297261,2.89568843398e-13,19673.5366846,14089.1728915,0.0,10000017.5192,100000021.409,1000
39,0.999999274824,3.10487331057e-13,21143.0684384,15122.0755314,0.0,10000015.6076,100000019.31,1000
40,0.999999267134,3.06275408875e-13,21025.4713441,15729.8612033,0.0,10000019.1025,100000026.571,1000
41,0.999999241678,3.04515274692e-13,21327.6886326,16883.8585344,0.0,10000026.0002,100000024.793,1000
42,0.999999214285,3.18250077944e-13,22866.8196165,17754.2199959,0.0,10000022.5195,100000023.314,1000
43,0.999999225185,3.2367486914e-13,22491.635093,18105.6916226,0.0,10000024.2674,100000022.466,1000
44,0.999999209904,3.23496424617e-13,22700.4726492,17681.0090803,0.0,10000031.7943,100000026.617,1000
