gen,w_bar,w_var,k1_var,k2_var,f_var,mean_k1,mean_k2,mean_f
0,0.99999993711,2.34294213722e-15,357.75198726,362.041664991,1.92592994439e-34,9999999.79001,100000001.542,0.1
1,0.999999910692,4.56418922523e-15,708.152175173,809.012666078,1.92592994439e-34,9999998.74038,99999999.7259,0.1
2,0.999999888066,6.7192026309e-15,1089.09974774,1305.89398822,1.92592994439e-34,10000000.1096,100000000.477,0.1
3,0.999999870044,9.79314202167e-15,1500.70500839,1605.85971272,1.92592994439e-34,10000003.1874,100000000.116,0.1
4,0.999999850131,1.41692389468e-14,2051.38832571,1898.54679268,1.92592994439e-34,10000004.8694,100000003.246,0.1
5,0.999999835362,1.62368900882e-14,2443.05278581,2061.69063074,1.92592994439e-34,10000003.7386,100000001.955,0.1
6,0.999999833297,1.37582466713e-14,2321.87646212,2518.49946574,1.92592994439e-34,10000005.2965,100000001.235,0.1
7,0.999999815828,1.60399688848e-14,2810.3574104,3140.90802797,1.92592994439e-34,10000004.0159,100000003.779,0.1
8,0.999999806726,1.82445150298e-14,3122.4970004,3513.35903506,1.92592994439e-34,10000004.7329,100000004.454,0.1
9,0.999999788339,2.04336951334e-14,3651.23001977,3908.59405609,1.92592994439e-34,10000006.0452,100000005.717,0.1
10,0.999999781383,2.31600340886e-14,3956.05661684,4389.72091314,1.92592994439e-34,10000007.6964,100000007.125,0.1
11,0.999999772692,2.57025284291e-14,4324.35974347,4366.79966752,1.92592994439e-34,10000006.8438,100000008.89,0.1
12,0.99999976709,2.7182708544e-14,4491.37190992,4816.32559565,1.92592994439e-34,10000009.4672,100000011.785,0.1
13,0.999999756678,2.90635804459e-14,4840.24743857,5321.67646948,1.92592994439e-34,10000010.2747,100000013.32,0.1
14,0.999999748103,2.89242235213e-14,5113.74261187,5496.46359085,1.92592994439e-34,10000008.4616,100000012.34,0.1
15,0.999999738949,3.12398986571e-14,5545.5021659,5327.2582423,1.92592994439e-34,10000008.0881,100000014.752,0.1
16,0.999999733798,3.66034420576e-14,6003.87551718,6128.37149683,1.92592994439e-34,10000008.7457,100000015.162,0.1
17,0.99999972315,3.94743239121e-14,6352.99862061,6110.16152506,1.92592994439e-34,10000015.196,100000013.455,0.1
18,0.999999713099,4.6195597431e-14,7053.16395531,6107.11097038,1.92592994439e-34,10000015.5736,100000013.74,0.1
19,0.999999702613,5.07053762927e-14,7711.20212856,6636.50739768,1.92592994439e-34,10000013.9659,100000012.146,0.1
20,0.999999691817,5.51989242842e-14,8308.96157875,7211.32582673,1.92592994439e-34,10000014.8949,100000010.664,0.1
21,0.999999689007,5.77471023959e-14,8610.28475635,7505.04515146,1.92592994439e-34,10000014.4035,100000009.098,0.1
22,0.99999968106,5.56131879917e-14,8845.92278591,8003.81075758,1.92592994439e-34,10000011.0907,100000007.223,0.1
23,0.99999969159,5.17103795038e-14,8326.59474722,7684.07069196,1.92592994439e-34,10000006.15,100000006.465,0.1
24,0.999999677139,5.1680994386e-14,8880.26082345,7662.71763275,1.92592994439e-34,10000003.1306,100000003.829,0.1
25,0.999999671035,5.75384625619e-14,9411.85015608,7465.76047139,1.92592994439e-34,10000005.2334,100000004.501,0.1
26,0.999999660131,6.28097998414e-14,10135.2262811,7603.2822171,1.92592994439e-34,10000002.6003,100000002.236,0.1
27,0.999999664898,6.17201678507e-14,9878.10655356,8236.81816791,1.92592994439e-34,10000004.2787,100000005.25,0.1
28,0.999999656955,6.52692250169e-14,10405.9430343,8945.57628364,1.92592994439e-34,10000002.4885,100000001.193,0.1
29,0.999999658711,6.2903077776e-14,10203.4155345,9368.06666508,1.92592994439e-34,10000001.3562,100000001.496,0.1
30,0.999999632791,6.88310824105e-14,11635.6343986,9697.23309251,1.92592994439e-34,10000000.5587,100000002.062,0.1
31,0.999999633491,6.81935799567e-14,11536.5073137,10300.571482,1.92592994439e-34,9999997.5628,99999999.2111,0.1
32,0.999999634485,7.39620551623e-14,11854.2345516,10809.5515572,1.92592994439e-34,9999997.58965,99999999.0782,0.1
33,0.999999627772,7.94699436688e-14,12457.7842388,10827.157977,1.92592994439e-34,9999999.18935,99999996.9597,0.1
34,0.999999625532,8.3349061041e-14,12762.6188948,10488.1729963,1.92592994439e-34,10000002.3187,99999992.4507,0.1
35,0.999999601772,9.00904938751e-14,14188.6523035,11284.5423999,1.92592994439e-34,10000004.0921,99999993.2054,0.1
36,0.999999589198,9.47939808417e-14,15037.218997,12377.9341639,1.92592994439e-34,10000002.2374,99999991.5506,0.1
37,0.999999586972,9.04919088368e-14,14913.1807216,13212.7099594,1.92592994439e-34,10000001.8161,99999991.1299,0.1
38,0.999999582677,9.7136077861e-14,15446.7684202,12795.8037952,1.92592994439e-34,10000003.7972,99999995.0459,0.1
39,0.999999573716,1.03258668652e-13,16229.0582758,13441.3346923,1.92592994439e-34,10000001.3833,99999999.8128,0.1
40,0.999999558729,1.09269569111e-13,17256.7466521,13226.7277149,1.92592994439e-34,10000006.3531,100000001.887,0.1
41,0.999999558233,1.06518998575e-13,17154.3468961,12956.5081226,1.92592994439e-34,10000005.3639,100000003.662,0.1
42,0.99999956241,9.89973874611e-14,16528.5395716,13016.6683173,1.92592994439e-34,9999997.12823,100000004.782,0.1
43,0.999999552281,1.00219842393e-13,17103.4258809,12637.7633589,1.92592994439e-34,10000003.0612,100000002.365,0.1
44,0.999999556615,9.62402232783e-14,16623.7550551,12677.2767122,1.92592994439e-34,10000004.585,99999998.4732,0.1
45,0.99999955543,9.81571944968e-14,16735.4032105,13591.4560557,1.92592994439e-34,10000007.2463,99999997.1842,0.1
46,0.999999538418,9.98877928193e-14,17761.7138053,14792.9416375,1.92592994439e-34,9999997.42106,99999999.6121,0.1
47,0.999999542746,9.81783276259e-14,17495.1509271,14926.5231698,1.92592994439e-34,9999998.4472,100000000.561,0.1
48,0.999999541582,9.79900155162e-14,17521.7919978,15001.3982779,1.92592994439e-34,9999994.32622,100000002.426,0.1
49,0.999999542677,1.00099432362e-13,17592.4360404,13925.1943127,1.92592994439e-34,9999994.61824,100000002.025,0.1
50,0.999999541557,1.04406373578e-13,17894.2808029,14520.1144355,1.92592994439e-34,9999995.56407,100000002.45,0.1
51,0.999999548489,1.00261116978e-13,17208.9363833,14336.7882683,1.92592994439e-34,9999988.34347,100000009.145,0.1
52,0.999999536081,1.08316483806e-13,18095.3916309,15896.633814,1.92592994439e-34,9999981.78491,100000007.113,0.1
53,0.999999512296,1.07922291867e-13,19456.9179304,16396.6127554,1.92592994439e-34,9999984.35093,100000007.65,0.1
54,0.999999512175,1.14470207978e-13,19817.9952335,17337.8370949,1.92592994439e-34,9999981.74756,100000006.665,0.1
55,0.999999490071,1.24532256939e-13,21727.5419559,17131.8127783,1.92592994439e-34,9999984.07428,100000010.082,0.1
56,0.999999472367,1.27701227875e-13,23060.4214374,17062.1140041,1.92592994439e-34,9999986.8683,100000008.054,0.1
57,0.999999474038,1.30643695052e-13,23182.8357559,17993.4975204,1.92592994439e-34,9999989.33255,100000009.104,0.1
58,0.999999462291,1.41255828844e-13,24448.7983671,18136.1989662,1.92592994439e-34,9999988.68844,100000009.374,0.1
59,0.999999453947,1.49857812728e-13,25458.9590051,17786.7025013,1.92592994439e-34,9999988.2479,100000008.696,0.1
60,0.999999463424,1.51727098295e-13,25031.9874029,19035.5090203,1.92592994439e-34,9999991.8005,100000005.084,0.1
61,0.999999457327,1.56614442207e-13,25658.82486,20934.1151936,1.92592994439e-34,9999990.25974,100000000.934,0.1
62,0.999999435915,1.71445499361e-13,27937.7012301,21453.1475789,1.92592994439e-34,9999992.30145,100000001.23,0.1
63,0.999999449285,1.74701594287e-13,27319.3815576,23072.7821799,1.92592994439e-34,10000004.072,99999999.4917,0.1
64,0.999999435892,1.86752965281e-13,28882.8681306,23316.3485768,1.92592994439e-34,9999997.79025,100000000.705,0.1
65,0.999999433726,1.82483446796e-13,28737.0738225,23627.7223333,1.92592994439e-34,10000006.1793,99999994.4302,0.1
66,0.999999425228,1.97466947573e-13,30165.839665,24257.4366196,1.92592994439e-34,10000004.528,99999993.7983,0.1
67,0.999999408216,1.93580233532e-13,31006.0603885,25879.0750284,1.92592994439e-34,10000014.517,99999984.3389,0.1
68,0.999999418569,1.89408906099e-13,29854.0019572,27064.0754217,1.92592994439e-34,10000019.7419,99999989.962,0.1
69,0.999999426482,1.78686516019e-13,28642.3765609,28256.2962113,1.92592994439e-34,10000021.3447,99999981.9138,0.1
70,0.999999416188,1.77471995709e-13,29158.4424972,29141.8820262,1.92592994439e-34,10000021.9387,99999984.0803,0.1
71,0.999999421631,1.84481690342e-13,28699.9412729,28353.4295597,1.92592994439e-34,10000030.6086,99999984.7657,0.1
72,0.999999396972,2.0029202573e-13,31440.9508705,27140.3059673,1.92592994439e-34,10000028.5401,99999980.7601,0.1
73,0.999999389843,2.16692883988e-13,33524.4846681,28962.0154156,1.92592994439e-34,10000013.6229,99999980.5031,0.1
74,0.999999385662,2.26442342577e-13,34147.3771981,30096.2183811,1.92592994439e-34,10000019.3855,99999977.0958,0.1
75,0.999999370893,2.39686313336e-13,36000.2414672,29353.3932338,1.92592994439e-34,10000017.3038,99999970.1429,0.1
76,0.999999406908,2.29104904668e-13,33132.9607931,28082.8146669,1.92592994439e-34,10000008.8124,99999970.5827,0.1
77,0.99999941385,2.17350851542e-13,31953.5367062,27002.3732981,1.92592994439e-34,10000004.8023,99999970.7946,0.1
78,0.999999432683,2.04081230304e-13,29927.2144206,26951.983782,1.92592994439e-34,10000006.8674,99999973.1734,0.1
79,0.999999421472,2.14786835493e-13,31222.9152933,27797.9465287,1.92592994439e-34,10000000.0608,99999962.5915,0.1
80,0.999999429795,2.04561986477e-13,29957.2214867,28162.6815078,1.92592994439e-34,10000000.9588,99999964.5848,0.1
81,0.999999425189,1.95816518311e-13,29750.490126,30853.9068019,1.92592994439e-34,10000002.1765,99999955.8357,0.1
82,0.999999422355,2.00283977253e-13,30153.5974709,31341.0390827,1.92592994439e-34,10000006.7077,99999943.1447,0.1
83,0.999999407932,2.11556866687e-13,31885.3994554,32169.4822665,1.92592994439e-34,9999998.00453,99999945.4508,0.1
84,0.99999941735,2.03056346256e-13,30730.8347665,33145.2006413,1.92592994439e-34,10000003.3578,99999946.0549,0.1
85,0.999999415064,2.10537941625e-13,31419.8781057,33641.0216892,1.92592994439e-34,10000001.727,99999938.2511,0.1
86,0.999999397435,2.21217526469e-13,33160.5853559,34070.0657717,1.92592994439e-34,9999994.3407,99999943.4961,0.1
87,0.999999394567,2.31445686113e-13,33985.3055321,33186.5472007,1.92592994439e-34,10000003.2957,99999938.3884,0.1
88,0.999999371247,2.33819959067e-13,35735.9827162,34372.1440064,1.92592994439e-34,10000000.268,99999935.085,0.1
89,0.999999356276,2.34359843894e-13,36803.3724906,34651.1811812,1.92592994439e-34,10000003.6967,99999943.0059,0.1
90,0.999999348426,2.52490200881e-13,38325.3656829,35362.7152371,1.92592994439e-34,10000014.8236,99999932.6021,0.1
91,0.999999331686,2.4416918417e-13,39361.4108822,36274.5935669,1.92592994439e-34,10000008.8644,99999947.2333,0.1
92,0.999999304541,2.45106975335e-13,41574.1705098,37581.6297994,1.92592994439e-34,10000009.7258,99999958.946,0.1
93,0.999999271373,2.5249434686e-13,44779.3853476,39869.3223076,1.92592994439e-34,9999995.06277,99999966.6228,0.1
94,0.999999268947,2.31136174502e-13,43684.2895913,41876.7333601,1.92592994439e-34,10000002.0136,99999961.1102,0.1
95,0.999999291877,2.10701599744e-13,40670.0447899,39946.9891744,1.92592994439e-34,10000007.853,99999953.3329,0.1
96,0.999999300103,2.13056961604e-13,40153.2735156,40497.0014115,1.92592994439e-34,9999995.92462,99999965.1747,0.1
97,0.999999293639,2.14782996141e-13,40666.9802428,40262.1599444,1.92592994439e-34,10000005.0407,99999962.6971,0.1
98,0.999999310802,1.98041811802e-13,37958.4543382,44637.3942724,1.92592994439e-34,10000020.535,99999962.2872,0.1
99,0.999999295451,2.09628454441e-13,39945.5017882,43638.7192151,1.92592994439e-34,10000016.5034,99999956.544,0.1
100,0.999999281586,2.28439497513e-13,42207.3232012,42358.2626899,1.92592994439e-34,10000019.163,99999967.9062,0.1
101,0.999999258243,2.28940005164e-13,43853.1697246,43488.4853921,1.92592994439e-34,10000025.2164,99999965.6358,0.1
102,0.999999267776,2.20785118156e-13,42769.6710188,43809.040949,1.92592994439e-34,10000020.8879,99999978.9439,0.1
103,0.99999926073,2.36390681309e-13,44132.1277515,44323.4614066,1.92592994439e-34,10000023.6032,99999987.6498,0.1
104,0.999999253282,2.48199111591e-13,45485.9690344,42276.0065799,1.92592994439e-34,10000023.1415,99999981.8494,0.1
105,0.999999224188,2.52979182683e-13,48385.0158132,39512.601645,1.92592994439e-34,10000021.7247,99999979.1059,0.1
106,0.999999215294,2.49949222385e-13,48794.2843924,41805.607974,1.92592994439e-34,10000023.876,99999973.3872,0.1
107,0.99999923405,2.47469132345e-13,46755.1287993,40607.8392756,1.92592994439e-34,10000029.6749,99999974.722,0.1
108,0.999999252106,2.43698376011e-13,45204.6630352,41208.3623384,1.92592994439e-34,10000026.7556,99999966.2439,0.1
109,0.999999261916,2.4868077313e-13,44571.1179686,40043.0007722,1.92592994439e-34,10000027.6266,99999962.7878,0.1
110,0.999999244853,2.61704968402e-13,45899.0117467,41151.4607251,1.92592994439e-34,10000040.8527,99999970.3073,0.1
111,0.999999249334,2.62971097214e-13,44665.516144,36742.8600204,1.92592994439e-34,10000051.6222,99999969.6418,0.1
112,0.999999271789,2.56091847334e-13,43129.2520768,37684.2362599,1.92592994439e-34,10000043.7473,99999981.3848,0.1
113,0.999999263897,2.67746586288e-13,44079.1082383,37559.6544414,1.92592994439e-34,10000048.2276,99999978.4868,0.1
114,0.999999273859,2.6207675195e-13,42766.4317373,39266.6512863,1.92592994439e-34,10000048.5864,99999992.1034,0.1
115,0.999999291686,2.52495034718e-13,41259.0259457,41767.4673636,1.92592994439e-34,10000042.5106,99999998.7986,0.1
116,0.999999269884,2.61434840758e-13,42845.7837733,42209.3281673,1.92592994439e-34,10000049.4566,99999993.165,0.1
117,0.999999254849,2.75524448774e-13,44385.0109959,44258.6932494,1.92592994439e-34,10000054.2205,99999992.3368,0.1
118,0.999999249871,2.90197311461e-13,45593.326644,45679.0862574,1.92592994439e-34,10000055.0743,99999982.1603,0.1
119,0.999999237405,3.08949245732e-13,46664.278209,42838.5661717,1.92592994439e-34,10000065.7313,99999974.2082,0.1
120,0.999999227662,3.18345569804e-13,47691.5868221,39789.6941904,1.92592994439e-34,10000068.5431,99999981.5803,0.1
121,0.999999192862,3.19552824472e-13,50147.3239887,37990.4742007,1.92592994439e-34,10000073.9698,99999986.2183,0.1
122,0.99999919125,3.33897664199e-13,50917.194323,38235.7950208,1.92592994439e-34,10000074.5504,99999987.5486,0.1
123,0.999999182724,3.193761852e-13,51118.6070516,38065.5181622,1.92592994439e-34,10000072.0887,99999998.2753,0.1
