gen,w_bar,w_var,k1_var,k2_var,f_var,mean_k1,mean_k2,mean_f
0,0.999999921873,3.26267426867e-15,351.206844879,393.489382325,0.0,10000001.7997,100000001.139,10
1,0.999999887981,6.89997138298e-15,728.597623689,916.324639682,0.0,10000001.8361,100000000.202,10
2,0.999999857159,1.08948831157e-14,1161.83035766,1242.12469859,0.0,10000001.937,99999998.457,10
3,0.999999840803,1.52216289076e-14,1502.92522956,1551.1373448,0.0,10000002.3085,100000001.099,10
4,0.999999808614,2.04270934131e-14,2117.92469546,1861.90816536,0.0,10000003.1631,100000002.092,10
5,0.999999794688,2.40843961632e-14,2470.0427462,2273.38042425,0.0,10000002.0752,100000003.828,10
6,0.999999785762,2.59580802087e-14,2692.09611994,2648.04624734,0.0,10000001.9327,100000004.039,10
7,0.999999761767,2.94535174876e-14,3248.35847568,3206.1562346,0.0,9999999.21383,100000004.898,10
8,0.999999741379,3.4129561281e-14,3804.5100398,3889.21874116,0.0,9999999.81726,100000006.941,10
9,0.999999722619,3.68584503186e-14,4304.19559161,4188.77326472,0.0,10000000.9168,100000006.976,10
10,0.999999710162,4.20110132635e-14,4742.59263181,4566.0647048,0.0,9999996.21437,100000008.774,10
11,0.999999705213,4.52216069527e-14,4952.52491974,5403.34044657,0.0,9999999.01741,100000005.802,10
12,0.999999684842,4.77800188877e-14,5543.60872958,5742.71832735,0.0,10000001.4005,100000009.77,10
13,0.999999678863,4.90316325023e-14,5712.14265227,6444.1423504,0.0,10000001.6557,100000014.749,10
14,0.999999654389,5.93098401317e-14,6683.82770154,6754.46029837,0.0,10000004.3984,100000015.423,10
15,0.999999636565,6.48005568379e-14,7433.92526144,7900.36603368,0.0,10000002.5733,100000013.94,10
16,0.999999628462,6.95255443443e-14,7786.87974275,7863.5481391,0.0,10000002.5186,100000009.455,10
17,0.999999617775,6.79461227355e-14,8026.68864199,8166.72315791,0.0,10000003.6689,100000008.92,10
18,0.999999601023,7.34080073132e-14,8706.89542985,8221.85541613,0.0,10000004.8929,100000009.609,10
19,0.999999590356,8.08820819292e-14,9414.63622683,8328.8348472,0.0,9999999.62487,100000013.907,10
20,0.999999582638,9.0802814146e-14,10104.3691435,8839.56902021,0.0,10000001.4521,100000017.201,10
21,0.999999560245,9.67031869874e-14,10965.9065039,9010.42418289,0.0,10000003.4444,100000018.638,10
22,0.999999550461,1.08849422451e-13,11774.521689,9360.82463127,0.0,10000000.0996,100000016.436,10
23,0.999999548351,1.06635576061e-13,11673.2976165,9639.5941421,0.0,9999997.92669,100000018.022,10
24,0.99999953929,1.11355664037e-13,12020.8094717,10044.1947334,0.0,9999993.35623,100000020.258,10
25,0.999999546317,1.14660707093e-13,11980.567823,10306.171779,0.0,9999996.18577,100000024.482,10
26,0.999999543774,1.17062805759e-13,12200.7620494,11133.3909686,0.0,9999993.96024,100000018.148,10
27,0.999999545149,1.14867325245e-13,12164.0189631,11322.4841729,0.0,10000000.6786,100000020.736,10
28,0.999999518411,1.26518322191e-13,13507.2551868,12486.8230509,0.0,10000003.7813,100000019.135,10
29,0.999999502053,1.36877920989e-13,14473.4404899,12572.6252142,0.0,10000004.8655,100000023.585,10
30,0.999999484072,1.31599124254e-13,14995.6623295,11849.8028873,0.0,10000004.6552,100000026.057,10
31,0.999999492411,1.29959889953e-13,14569.2857722,11848.2268376,0.0,10000001.4377,100000025.241,10
