gen,w_bar,w_var,k1_var,k2_var,f_var,mean_k1,mean_k2,mean_f
0,0.999999928574,2.78276686067e-15,389.34235142,349.594041963,0.0,9999999.37415,100000000.202,1
1,0.999999898358,6.47185711565e-15,828.375186876,760.461548457,0.0,10000000.6884,99999998.91,1
2,0.999999871773,8.96043695455e-15,1249.52074924,1200.1015369,0.0,10000001.7612,100000000.147,1
3,0.999999850691,1.15658446755e-14,1656.58436546,1520.42085964,0.0,10000001.1538,99999995.8731,1
4,0.999999831743,1.46978736409e-14,2123.39952592,1791.10834461,0.0,9999998.24699,99999997.239,1
5,0.999999823156,1.73391727468e-14,2402.69056936,2237.69875307,0.0,9999998.68663,99999998.1204,1
6,0.999999801101,2.04058424572e-14,2951.2933089,2701.94785938,0.0,9999998.05806,99999997.3789,1
7,0.999999787268,2.45014525689e-14,3417.21686034,3062.15358766,0.0,9999995.02118,99999998.7449,1
8,0.999999773888,2.86040688642e-14,3908.55366349,3576.68049779,0.0,9999995.73257,99999999.8642,1
9,0.999999766608,3.09177966188e-14,4215.8779187,4325.62817498,0.0,9999997.23701,99999996.6149,1
10,0.999999762209,3.48276170435e-14,4511.58214922,4712.05333425,0.0,9999996.72312,99999994.1944,1
11,0.999999757527,3.57500272753e-14,4624.35403048,5136.21280317,0.0,9999992.19021,99999990.2723,1
12,0.999999754032,3.98085735716e-14,4925.23046844,5408.86201429,0.0,9999993.32047,99999990.9755,1
13,0.999999741928,4.14178234784e-14,5333.40396185,5839.36844966,0.0,9999998.16936,99999989.3615,1
14,0.999999740213,4.13174464575e-14,5365.40700275,6269.94718731,0.0,9999995.42001,99999989.2924,1
15,0.999999729813,4.1737815969e-14,5620.65060769,6836.10464247,0.0,9999992.9926,99999990.4145,1
16,0.999999706188,4.61794167867e-14,6501.45417888,6465.80208276,0.0,9999991.63186,99999994.6268,1
17,0.999999700538,5.00282942202e-14,6799.72582907,6384.79522693,0.0,9999990.40224,99999999.6562,1
18,0.999999696553,5.35640582165e-14,7009.46521745,6731.01779949,0.0,9999988.11041,100000000.491,1
19,0.999999681665,5.97153815771e-14,7678.32232651,6971.66858015,0.0,9999985.6279,99999997.8201,1
20,0.999999674206,6.19018071587e-14,7962.87168353,7686.64677859,0.0,9999983.47666,99999996.4224,1
21,0.999999662492,6.83401850051e-14,8846.18013887,7804.0104255,0.0,9999987.46902,100000004.219,1
22,0.999999659529,6.39344770921e-14,8720.09058851,7954.99811449,0.0,9999987.80438,100000006.557,1
23,0.999999647338,7.59684207952e-14,9578.03662628,8768.3050835,0.0,9999984.01235,100000004.071,1
24,0.999999653378,7.1025282802e-14,9063.09731159,8730.36942815,0.0,9999982.47403,100000003.33,1
25,0.999999642044,7.31645840987e-14,9628.94049899,9188.22236501,0.0,9999983.35101,100000002.524,1
26,0.99999963904,8.16432036401e-14,9908.81007852,9424.23697475,0.0,9999978.79135,99999998.1349,1
27,0.999999638388,8.35261908449e-14,9994.41777154,9808.69375325,0.0,9999979.10014,99999999.526,1
28,0.999999629367,9.57861410145e-14,10885.2579053,10187.7648161,0.0,9999978.13388,100000003.047,1
29,0.999999630168,8.03577833842e-14,10403.3059433,10382.6324023,0.0,9999983.5519,100000007.828,1
30,0.999999627553,7.5420316186e-14,10494.3081279,10115.6664251,0.0,9999991.49949,100000008.194,1
31,0.999999621757,7.95707049412e-14,10868.0108175,9539.18491911,0.0,9999990.0274,100000008.05,1
32,0.999999626217,8.3427568388e-14,10878.4166602,10187.8681459,0.0,9999989.65162,100000008.289,1
33,0.999999602699,9.62358458151e-14,12208.0322315,10215.673844,0.0,9999982.31916,100000009.771,1
34,0.999999594408,9.50358947729e-14,12565.8739546,11344.4157398,0.0,9999983.79293,100000010.352,1
35,0.999999580651,1.01665660232e-13,13537.7520802,11213.5501279,0.0,9999986.9057,100000011.296,1
36,0.99999957176,1.06339338036e-13,13902.6173278,11394.524606,0.0,9999981.53639,100000007.242,1
37,0.999999562953,1.03335928776e-13,14145.8559799,11789.0606636,0.0,9999982.59843,100000001.028,1
38,0.999999576822,9.33233683735e-14,13330.9801106,11797.3557339,0.0,9999989.2177,100000003.115,1
39,0.999999567489,1.00395268941e-13,13854.0458802,13093.2304675,0.0,9999983.27888,100000000.76,1
40,0.999999557119,1.00815404432e-13,14126.142423,13135.0292612,0.0,9999977.73942,100000004.254,1
41,0.999999534273,1.02480611369e-13,15016.8878618,12362.3349514,0.0,9999973.74486,100000003.254,1
42,0.999999534119,9.95681410842e-14,15083.8440381,13094.7210297,0.0,9999977.16677,99999999.7606,1
43,0.999999526667,1.0376683693e-13,15662.1169929,12386.4694364,0.0,9999975.59967,100000005.654,1
44,0.99999952688,1.09001668275e-13,15539.1641203,13115.1274676,0.0,9999968.03077,100000007.674,1
45,0.999999531337,1.1108950415e-13,15374.5816539,13688.9040389,0.0,9999967.46134,100000004.21,1
46,0.999999522576,1.1684248943e-13,15902.3951975,13821.6380688,0.0,9999965.98194,100000001.048,1
47,0.999999528825,1.1135788901e-13,15366.752381,14947.6822278,0.0,9999965.1763,100000004.822,1
48,0.999999522835,1.19125978089e-13,16363.3597133,15962.7349972,0.0,9999969.68903,100000007.169,1
49,0.999999517996,1.25976032029e-13,16669.5459447,17014.2505776,0.0,9999966.23898,100000011.652,1
50,0.99999951126,1.23429425728e-13,17043.786332,18394.9790908,0.0,9999968.10045,100000010.726,1
51,0.999999498974,1.21573131713e-13,17889.7116941,18412.0238873,0.0,9999973.01648,100000005.733,1
52,0.999999520845,1.14083734605e-13,16300.001477,18424.2358553,0.0,9999968.665,100000010.448,1
53,0.999999523315,1.1261708608e-13,16088.2121111,17652.7527931,0.0,9999969.35445,100000005.662,1
54,0.999999524247,1.15128447376e-13,16332.5431325,16856.1498315,0.0,9999972.18215,100000007.548,1
55,0.999999508757,1.23667448292e-13,17221.2595887,17224.9410361,0.0,9999967.93843,100000012.031,1
56,0.999999511502,1.22827633842e-13,17331.3060922,18816.0668141,0.0,9999973.37803,100000009.647,1
57,0.999999517308,1.28562557775e-13,17709.3536744,19913.1114969,0.0,9999977.24746,100000004.079,1
58,0.999999514348,1.31638366483e-13,17581.6519132,20162.6654424,0.0,9999970.62171,100000002.993,1
59,0.999999514558,1.28042028462e-13,17320.9181308,19362.902478,0.0,9999969.2555,100000002.542,1
60,0.999999511913,1.22263688128e-13,17316.75295,19581.4767401,0.0,9999971.04672,100000003.546,1
61,0.999999531903,1.23106771274e-13,16769.2758163,19081.9032374,0.0,9999978.58416,100000010.587,1
62,0.999999533757,1.18025355638e-13,16538.910245,18924.9277565,0.0,9999981.47394,100000013.006,1
63,0.999999541948,1.1708583153e-13,15829.9749377,19264.217372,0.0,9999976.57244,100000012.944,1
64,0.999999529572,1.11656487388e-13,15911.3529583,19927.2586454,0.0,9999971.17875,100000012.498,1
65,0.999999529022,1.19478089395e-13,16283.3361853,19931.6770266,0.0,9999970.83693,100000009.472,1
66,0.999999542994,1.22629187822e-13,16004.3932768,19954.0071194,0.0,9999973.82067,100000007.34,1
67,0.999999548848,1.19867295951e-13,15495.1128889,20245.3062727,0.0,9999973.67192,100000000.741,1
68,0.999999531764,1.23229827969e-13,16421.7490428,21814.47943,0.0,9999974.12936,99999994.2933,1
69,0.999999516081,1.33664081518e-13,18066.0474624,21785.7196535,0.0,9999985.22876,99999996.0163,1
70,0.999999513175,1.38762916166e-13,18472.4287686,23166.8122598,0.0,9999990.27192,99999995.8339,1
71,0.999999491156,1.52644795478e-13,20382.3184619,22282.1335186,0.0,9999995.78138,99999999.6481,1
72,0.999999485224,1.56860549692e-13,20998.8502398,22149.8930408,0.0,9999993.16145,99999995.9436,1
73,0.999999493862,1.54538295211e-13,20434.0771123,22756.9038174,0.0,9999990.99596,99999989.4037,1
74,0.999999499098,1.52983736292e-13,19924.5132409,22308.7571085,0.0,9999983.66091,99999994.1066,1
75,0.999999503268,1.49971479004e-13,19431.4282322,23521.2330937,0.0,9999980.9995,99999992.418,1
76,0.999999503723,1.46962431791e-13,19035.5313605,21364.3877799,0.0,9999977.49194,99999995.9875,1
77,0.999999499396,1.5178967106e-13,19398.4710126,21825.4283196,0.0,9999974.80348,99999993.642,1
78,0.999999484545,1.62267100942e-13,20633.6616141,22273.0896628,0.0,9999975.38676,99999984.7292,1
79,0.999999478826,1.60525905499e-13,20926.8468538,21765.7826859,0.0,9999975.8988,99999986.1385,1
80,0.999999472885,1.74095500832e-13,21942.973066,21180.9990347,0.0,9999977.14701,99999985.7585,1
81,0.999999471237,1.72597755139e-13,22131.370956,20844.081395,0.0,9999980.49318,99999975.3147,1
82,0.999999478847,1.79952768885e-13,22045.7913079,19037.0624371,0.0,9999979.85394,99999980.6526,1
83,0.999999450251,1.84162527582e-13,23691.396562,16965.0503617,0.0,9999977.71744,99999979.0779,1
84,0.999999455137,1.82777646502e-13,23587.1981145,18044.9413619,0.0,9999985.52798,99999977.3965,1
85,0.9999994685,1.74429911548e-13,22347.9470104,18028.7477419,0.0,9999986.10113,99999985.4418,1
86,0.999999438425,1.9127225511e-13,24721.6030058,18896.8418064,0.0,9999984.10465,99999980.1441,1
87,0.999999447623,1.75375436237e-13,23365.3674179,18440.6359068,0.0,9999982.13736,99999982.2477,1
88,0.99999943861,1.78339231797e-13,24036.7543579,18927.7936363,0.0,9999984.64315,99999978.7843,1
89,0.999999454887,1.72987906441e-13,23251.4689458,19935.0648993,0.0,9999991.39427,99999985.1132,1
90,0.999999456219,1.77940632758e-13,23776.3008535,20619.9311986,0.0,9999996.37194,99999986.7633,1
91,0.999999456863,1.79665693363e-13,23890.8695922,19295.453454,0.0,9999994.49789,99999990.8704,1
92,0.999999440899,1.94652267738e-13,25584.7491043,18840.8436217,0.0,9999993.44662,99999988.2191,1
93,0.999999450787,1.87918372903e-13,24627.9765391,18747.4607068,0.0,9999991.18883,99999988.9474,1
94,0.99999946811,1.89384359181e-13,23707.8049071,17283.2970522,0.0,9999992.82522,99999985.3644,1
95,0.999999455549,1.92573361409e-13,24549.6876401,16277.5478078,0.0,9999992.66963,99999990.2646,1
96,0.99999946084,2.01598968976e-13,24746.4564675,16765.7267534,0.0,9999991.24037,99999991.795,1
